Requested ID,Matched ID(s),Releases,Condition
Traes_5DL_DD8FA0F7A,TraesCS5A02G196400,109: TraesCS5A02G196400.193: TraesCS5A02G196400.1,T1down
Traes_4AL_26596212D,TraesCS4B02G122700,109: TraesCS4B02G122700.193: TraesCS4B02G122700.1,T1down
Traes_4AL_26596212D,TraesCS4D02G120700,109: TraesCS4D02G120700.193: TraesCS4D02G120700.1,T1down
Traes_4AL_26596212D,TraesCS4A02G192600,109: TraesCS4A02G192600.193: TraesCS4A02G192600.1,T1down
Traes_6BS_8020617A51,TraesCS6B02G049500,109: TraesCS6B02G049500.193: TraesCS6B02G049500.1,T1down
Traes_6BS_8020617A51,TraesCS6A02G035200,109: TraesCS6A02G035200.193: TraesCS6A02G035200.1,T1down
Traes_5BL_115EEC911,TraesCS5A02G241100,109: TraesCS5A02G241100.193: TraesCS5A02G241100.1,T1down
Traes_5BL_115EEC911,TraesCS5D02G247600,109: TraesCS5D02G247600.193: TraesCS5D02G247600.1,T1down
Traes_5BL_115EEC911,TraesCS5B02G239200,109: TraesCS5B02G239200.193: TraesCS5B02G239200.1,T1down
Traes_3DS_B36341263,TraesCS3A02G182800,109: TraesCS3A02G182800.193: TraesCS3A02G182800.1,T1down
Traes_3DS_B36341263,TraesCS3B02G212800,109: TraesCS3B02G212800.193: TraesCS3B02G212800.1,T1down
Traes_3DS_B36341263,TraesCS3D02G187200,109: TraesCS3D02G187200.193: TraesCS3D02G187200.1,T1down
Traes_3AS_0BD59AEAC,TraesCS3A02G183600,109: TraesCS3A02G183600.193: TraesCS3A02G183600.1,T1down
Traes_3AS_0BD59AEAC,TraesCS3D02G187800,109: TraesCS3D02G187800.193: TraesCS3D02G187800.1,T1down
Traes_3AS_0BD59AEAC,TraesCS3B02G213400,109: TraesCS3B02G213400.193: TraesCS3B02G213400.1,T1down
Traes_5AS_9096D818E,TraesCS5D02G103300,109: TraesCS5D02G103300.193: TraesCS5D02G103300.1,T1down
Traes_5AS_9096D818E,TraesCS5A02G091200,109: TraesCS5A02G091200.193: TraesCS5A02G091200.1,T1down
Traes_5AS_9096D818E,TraesCS5B02G098200,109: TraesCS5B02G098200.193: TraesCS5B02G098200.1,T1down
Traes_6AS_8A865BB1E,TraesCS1A02G295400,109: TraesCS1A02G295400.193: TraesCS1A02G295400.1,T1down
Traes_6AS_8A865BB1E,TraesCS1D02G204700,109: TraesCS1D02G204700.193: TraesCS1D02G204700.1,T1down
Traes_6AS_8A865BB1E,TraesCS2B02G435200,109: TraesCS2B02G435200.193: TraesCS2B02G435200.1,T1down
Traes_3AL_681758236,TraesCS3B02G329800,109: TraesCS3B02G329800.193: TraesCS3B02G329800.1,T1down
Traes_3AL_681758236,TraesCS3D02G295200,109: TraesCS3D02G295200.193: TraesCS3D02G295200.1,T1down
Traes_3AL_681758236,TraesCS3A02G306700,109: TraesCS3A02G306700.193: TraesCS3A02G306700.1,T1down
Traes_5DL_831BD5039,TraesCS5A02G455400,109: TraesCS5A02G455400.193: TraesCS5A02G455400.1,T1down
Traes_5DL_831BD5039,TraesCS5B02G463700,109: TraesCS5B02G463700.193: TraesCS5B02G463700.1,T1down
Traes_5DL_831BD5039,TraesCS5D02G466000,109: TraesCS5D02G466000.193: TraesCS5D02G466000.1,T1down
Traes_6AS_2A59D8EDC,TraesCS6A02G034600,109: TraesCS6A02G034600.193: TraesCS6A02G034600.1,T1down
Traes_3AL_F28856AD8,TraesCS3B02G254500,109: TraesCS3B02G254500.193: TraesCS3B02G254500.1,T1down
Traes_3AL_F28856AD8,TraesCS3D02G228700,109: TraesCS3D02G228700.193: TraesCS3D02G228700.1,T1down
Traes_3AL_F28856AD8,TraesCS3A02G224900,109: TraesCS3A02G224900.193: TraesCS3A02G224900.1,T1down
Traes_5BL_B4537ED84,TraesCS5A02G188100,109: TraesCS5A02G188100.193: TraesCS5A02G188100.1,T1down
Traes_5BL_B4537ED84,TraesCS5B02G195500,109: TraesCS5B02G195500.193: TraesCS5B02G195500.1,T1down
Traes_5BL_B4537ED84,TraesCS5D02G202900,109: TraesCS5D02G202900.193: TraesCS5D02G202900.1,T1down
Traes_2BL_DD89DB1A4,TraesCS2B02G380900,109: TraesCS2B02G380900.193: TraesCS2B02G380900.1,T1down
Traes_2BL_DD89DB1A4,TraesCS2A02G363000,109: TraesCS2A02G363000.193: TraesCS2A02G363000.1,T1down
Traes_2BL_DD89DB1A4,TraesCS2A02G365500,109: TraesCS2A02G365500.193: TraesCS2A02G365500.1,T1down
Traes_2AL_8E2DFA6BB,TraesCS2A02G334600,109: TraesCS2A02G334600.193: TraesCS2A02G334600.1,T1down
Traes_2AL_8E2DFA6BB,TraesCS2D02G328900,109: TraesCS2D02G328900.193: TraesCS2D02G328900.1,T1down
Traes_2AL_8E2DFA6BB,TraesCS2B02G347800,109: TraesCS2B02G347800.193: TraesCS2B02G347800.1,T1down
Traes_3AL_DABE7199F,TraesCS3D02G332200,109: TraesCS3D02G332200.193: TraesCS3D02G332200.1,T1down
Traes_4BS_D8BE6CE75,TraesCS4D02G162600,109: TraesCS4D02G162600.193: TraesCS4D02G162600.1,T1down
Traes_4BS_D8BE6CE75,TraesCS4B02G152400,109: TraesCS4B02G152400.193: TraesCS4B02G152400.1,T1down
Traes_4BS_D8BE6CE75,TraesCS4A02G143700,109: TraesCS4A02G143700.193: TraesCS4A02G143700.1,T1down
Traes_3DL_EFB2D973B,TraesCS3D02G250900,109: TraesCS3D02G250900.193: TraesCS3D02G250900.1,T1down
Traes_3DL_EFB2D973B,TraesCS3B02G280000,109: TraesCS3B02G280000.193: TraesCS3B02G280000.1,T1down
Traes_3DL_EFB2D973B,TraesCS3A02G250500,109: TraesCS3A02G250500.193: TraesCS3A02G250500.1,T1down
Traes_2AS_AB2564E74,TraesCS2A02G096900,109: TraesCS2A02G096900.193: TraesCS2A02G096900.1,T1down
Traes_5DL_8969F6927,TraesCS5B02G251000,109: TraesCS5B02G251000.193: TraesCS5B02G251000.1,T1down
Traes_5DL_8969F6927,TraesCS5A02G252200,109: TraesCS5A02G252200.193: TraesCS5A02G252200.1,T1down
Traes_5DL_8969F6927,TraesCS5D02G259800,109: TraesCS5D02G259800.193: TraesCS5D02G259800.1,T1down
Traes_7DL_3A09A870E,TraesCS7B02G222800,109: TraesCS7B02G222800.193: TraesCS7B02G222800.1,T1down
Traes_7DL_3A09A870E,TraesCS7A02G321900,109: TraesCS7A02G321900.193: TraesCS7A02G321900.1,T1down
Traes_7DL_3A09A870E,TraesCS7D02G318800,109: TraesCS7D02G318800.193: TraesCS7D02G318800.1,T1down
Traes_5DL_E6D11E867,TraesCS5B02G416700,109: TraesCS5B02G416700.193: TraesCS5B02G416700.1,T1down
Traes_5DL_E6D11E867,TraesCS5A02G413300,109: TraesCS5A02G413300.193: TraesCS5A02G413300.1,T1down
Traes_5DL_E6D11E867,TraesCS5D02G422000,109: TraesCS5D02G422000.193: TraesCS5D02G422000.1,T1down
Traes_6AL_0F8A39C3D,TraesCS6A02G360700,109: TraesCS6A02G360700.193: TraesCS6A02G360700.1,T1down
Traes_6AL_0F8A39C3D,TraesCS6B02G393600,109: TraesCS6B02G393600.193: TraesCS6B02G393600.1,T1down
Traes_6AL_0F8A39C3D,TraesCS6D02G344200,109: TraesCS6D02G344200.193: TraesCS6D02G344200.1,T1down
Traes_4DL_BA6AD151A,TraesCS4B02G203300,109: TraesCS4B02G203300.193: TraesCS4B02G203300.1,T1down
Traes_4DL_BA6AD151A,TraesCS4D02G204200,109: TraesCS4D02G204200.193: TraesCS4D02G204200.1,T1down
Traes_4DL_BA6AD151A,TraesCS4A02G101200,109: TraesCS4A02G101200.193: TraesCS4A02G101200.1,T1down
Traes_4DS_20D5EF0ED,TraesCS4A02G223200,109: TraesCS4A02G223200.193: TraesCS4A02G223200.1,T1down
Traes_4DS_20D5EF0ED,TraesCS4D02G089600,109: TraesCS4D02G089600.193: TraesCS4D02G089600.1,T1down
Traes_4DS_20D5EF0ED,TraesCS4B02G092900,109: TraesCS4B02G092900.193: TraesCS4B02G092900.1,T1down
Traes_1AL_931BB17DA,TraesCS1D02G252900,109: TraesCS1D02G252900.193: TraesCS1D02G252900.1,T1down
Traes_1AL_931BB17DA,TraesCS1B02G264900,109: TraesCS1B02G264900.193: TraesCS1B02G264900.1,T1down
Traes_1AL_931BB17DA,TraesCS1A02G253200,109: TraesCS1A02G253200.193: TraesCS1A02G253200.1,T1down
Traes_1BL_AE6A21360,TraesCS1B02G248000,109: TraesCS1B02G248000.193: TraesCS1B02G248000.1,T1down
Traes_1BL_AE6A21360,TraesCS1D02G236500,109: TraesCS1D02G236500.193: TraesCS1D02G236500.1,T1down
Traes_5BL_E17ABC728,TraesCS5A02G475000,109: TraesCS5A02G475000.193: TraesCS5A02G475000.1,T1down
Traes_5BL_E17ABC728,TraesCS5D02G487500,109: TraesCS5D02G487500.193: TraesCS5D02G487500.1,T1down
Traes_5AL_6496FE9EB,TraesCS5D02G420700,109: TraesCS5D02G420700.193: TraesCS5D02G420700.1,T1down
Traes_5AL_6496FE9EB,TraesCS6A02G296100,109: TraesCS6A02G296100.193: TraesCS6A02G296100.1,T1down
Traes_5DL_0FDAAD6B6,TraesCS5D02G340200,109: TraesCS5D02G340200.193: TraesCS5D02G340200.1,T1down
Traes_5DL_0FDAAD6B6,TraesCS5A02G335400,109: TraesCS5A02G335400.193: TraesCS5A02G335400.1,T1down
Traes_5DL_0FDAAD6B6,TraesCS5B02G334600,109: TraesCS5B02G334600.193: TraesCS5B02G334600.1,T1down
Traes_2DL_8A52AFA08,TraesCS2B02G440200,109: TraesCS2B02G440200.193: TraesCS2B02G440200.1,T1down
Traes_2DL_8A52AFA08,TraesCS2B02G440100,109: TraesCS2B02G440100.193: TraesCS2B02G440100.1,T1down
Traes_2DL_8A52AFA08,TraesCS2D02G418200,109: TraesCS2D02G418200.193: TraesCS2D02G418200.1,T1down
Traes_2DL_8A52AFA08,TraesCS2A02G421100,109: TraesCS2A02G421100.193: TraesCS2A02G421100.1,T1down
Traes_2DS_5AA2EEDB7,TraesCS2B02G096200,109: TraesCS2B02G096200.193: TraesCS2B02G096200.1,T1down
Traes_2DS_5AA2EEDB7,TraesCS2A02G082100,109: TraesCS2A02G082100.193: TraesCS2A02G082100.1,T1down
Traes_2DS_5AA2EEDB7,TraesCS2D02G080000,109: TraesCS2D02G080000.193: TraesCS2D02G080000.1,T1down
Traes_4DL_1F19B7411,TraesCS4D02G194500,109: TraesCS4D02G194500.193: TraesCS4D02G194500.1,T1down
Traes_4DL_1F19B7411,TraesCS4A02G110600,109: TraesCS4A02G110600.193: TraesCS4A02G110600.1,T1down
Traes_4DL_1F19B7411,TraesCS4B02G193500,109: TraesCS4B02G193500.193: TraesCS4B02G193500.1,T1down
Traes_5BS_4D9BE1834,TraesCS5D02G070100,109: TraesCS5D02G070100.193: TraesCS5D02G070100.1,T1down
Traes_5BS_4D9BE1834,TraesCS5B02G065900,109: TraesCS5B02G065900.193: TraesCS5B02G065900.1,T1down
Traes_6AS_C2D8EED86,TraesCS6D02G025700,109: TraesCS6D02G025700.193: TraesCS6D02G025700.1,T1down
Traes_6AS_C2D8EED86,TraesCS6A02G020100,109: TraesCS6A02G020100.193: TraesCS6A02G020100.1,T1down
Traes_6AS_C2D8EED86,TraesCS6B02G029600,109: TraesCS6B02G029600.193: TraesCS6B02G029600.1,T1down
Traes_5BL_6F4BC0E30,TraesCS5A02G009700,109: TraesCS5A02G009700.193: TraesCS5A02G009700.1,T1down
Traes_5BL_6F4BC0E30,TraesCS5D02G014600,109: TraesCS5D02G014600.193: TraesCS5D02G014600.1,T1down
Traes_5BL_6F4BC0E30,TraesCS5B02G480500,109: TraesCS5B02G480500.193: TraesCS5B02G480500.1,T1down
Traes_3DS_73D9DA0AA,TraesCS3B02G128000,109: TraesCS3B02G128000.193: TraesCS3B02G128000.1,T1down
Traes_3DS_73D9DA0AA,TraesCS3A02G108900,109: TraesCS3A02G108900.193: TraesCS3A02G108900.1,T1down
Traes_3DS_73D9DA0AA,TraesCS3D02G110700,109: TraesCS3D02G110700.193: TraesCS3D02G110700.1,T1down
Traes_5AS_3D6AA43B5,TraesCS5A02G065000,109: TraesCS5A02G065000.193: TraesCS5A02G065000.1,T1down
Traes_1AS_83A34BFC8,TraesCS1D02G100100,109: TraesCS1D02G100100.193: TraesCS1D02G100100.1,T1down
Traes_1AS_83A34BFC8,TraesCS1B02G119300,109: TraesCS1B02G119300.193: TraesCS1B02G119300.1,T1down
Traes_1AS_83A34BFC8,TraesCS1A02G091500,109: TraesCS1A02G091500.193: TraesCS1A02G091500.1,T1down
Traes_5BL_E3904C0B8,TraesCS5D02G422000,109: TraesCS5D02G422000.193: TraesCS5D02G422000.1,T1down
Traes_5BL_E3904C0B8,TraesCS5B02G416700,109: TraesCS5B02G416700.193: TraesCS5B02G416700.1,T1down
Traes_5BL_E3904C0B8,TraesCS5A02G413300,109: TraesCS5A02G413300.193: TraesCS5A02G413300.1,T1down
Traes_6AS_F10B21F26,TraesCS6A02G135200,109: TraesCS6A02G135200.193: TraesCS6A02G135200.1,T1down
Traes_6AS_F10B21F26,TraesCS6B02G163200,109: TraesCS6B02G163200.193: TraesCS6B02G163200.1,T1down
Traes_6AS_F10B21F26,TraesCS6D02G124300,109: TraesCS6D02G124300.193: TraesCS6D02G124300.1,T1down
Traes_1BL_8A51D18B3,TraesCS1B02G274000,109: TraesCS1B02G274000.193: TraesCS1B02G274000.1,T1down
Traes_1BL_8A51D18B3,TraesCS1A02G263400,109: TraesCS1A02G263400.193: TraesCS1A02G263400.1,T1down
Traes_1BL_8A51D18B3,TraesCS1D02G263600,109: TraesCS1D02G263600.193: TraesCS1D02G263600.1,T1down
Traes_4BL_96E367077,TraesCS4B02G204100,109: TraesCS4B02G204100.193: TraesCS4B02G204100.1,T1down
Traes_4BL_96E367077,TraesCS4D02G205000,109: TraesCS4D02G205000.193: TraesCS4D02G205000.1,T1down
Traes_4BL_96E367077,TraesCS4A02G100400,109: TraesCS4A02G100400.193: TraesCS4A02G100400.1,T1down
Traes_1AL_3F7734C6B,TraesCS1B02G280600,109: TraesCS1B02G280600.193: TraesCS1B02G280600.1,T1down
Traes_1AL_3F7734C6B,TraesCS1D02G270500,109: TraesCS1D02G270500.193: TraesCS1D02G270500.1,T1down
Traes_1AL_3F7734C6B,TraesCS1A02G270300,109: TraesCS1A02G270300.193: TraesCS1A02G270300.1,T1down
Traes_7BS_13A10F9A4,TraesCS7D02G158300,109: TraesCS7D02G158300.193: TraesCS7D02G158300.1,T1down
Traes_7BS_13A10F9A4,TraesCS7A02G157700,109: TraesCS7A02G157700.193: TraesCS7A02G157700.1,T1down
Traes_7BS_13A10F9A4,TraesCS7B02G062100,109: TraesCS7B02G062100.193: TraesCS7B02G062100.1,T1down
Traes_1AS_9623EDCAC,TraesCS1D02G005300,109: TraesCS1D02G005300.193: TraesCS1D02G005300.1,T1down
Traes_1AS_9623EDCAC,TraesCS1A02G009900,109: TraesCS1A02G009900.193: TraesCS1A02G009900.1,T1down
Traes_2BL_D642EDA44,TraesCS2B02G295900,109: TraesCS2B02G295900.193: TraesCS2B02G295900.1,T1down
Traes_2BL_D642EDA44,TraesCS2A02G278300,109: TraesCS2A02G278300.193: TraesCS2A02G278300.1,T1down
Traes_2BL_D642EDA44,TraesCS2D02G277300,109: TraesCS2D02G277300.193: TraesCS2D02G277300.1,T1down
Traes_2BL_8ABF5E72E,TraesCS2B02G542200,109: TraesCS2B02G542200.193: TraesCS2B02G542200.1,T1down
Traes_2BL_8ABF5E72E,TraesCS2D02G516000,109: TraesCS2D02G516000.193: TraesCS2D02G516000.1,T1down
Traes_2BL_8ABF5E72E,TraesCS2A02G514400,109: TraesCS2A02G514400.193: TraesCS2A02G514400.1,T1down
Traes_3DL_2BA54361D,TraesCS3D02G205800,109: TraesCS3D02G205800.193: TraesCS3D02G205800.1,T1down
Traes_3DL_2BA54361D,TraesCS3B02G229000,109: TraesCS3B02G229000.193: TraesCS3B02G229000.1,T1down
Traes_3DL_2BA54361D,TraesCS3A02G196700,109: TraesCS3A02G196700.193: TraesCS3A02G196700.1,T1down
Traes_7AL_5E754746A,TraesCS7B02G255900,109: TraesCS7B02G255900.193: TraesCS7B02G255900.1,T1down
Traes_7AL_5E754746A,TraesCS7D02G351200,109: TraesCS7D02G351200.193: TraesCS7D02G351200.1,T1down
Traes_7AL_5E754746A,TraesCS7A02G371700,109: TraesCS7A02G371700.193: TraesCS7A02G371700.1,T1down
Traes_7BL_7A3B8A199,TraesCSU02G105300,109: TraesCSU02G105300.193: TraesCSU02G105300.1,T1down
Traes_7BL_7A3B8A199,TraesCS7A02G549900,109: TraesCS7A02G549900.193: TraesCS7A02G549900.1,T1down
Traes_7BL_7A3B8A199,TraesCS7A02G549800,109: TraesCS7A02G549800.193: TraesCS7A02G549800.1,T1down
Traes_7BL_7A3B8A199,TraesCS7B02G473400,109: TraesCS7B02G473400.193: TraesCS7B02G473400.1,T1down
Traes_5DL_D3AA8B440,TraesCS5D02G177200,109: TraesCS5D02G177200.193: TraesCS5D02G177200.1,T1down
Traes_5DL_D3AA8B440,TraesCS5B02G170100,109: TraesCS5B02G170100.193: TraesCS5B02G170100.1,T1down
Traes_5DL_D3AA8B440,TraesCS5A02G172700,109: TraesCS5A02G172700.193: TraesCS5A02G172700.1,T1down
Traes_7BS_12963EE9C,TraesCS7B02G161400,109: TraesCS7B02G161400.193: TraesCS7B02G161400.1,T1down
Traes_3DL_06EC4AADA,TraesCS3B02G536500,109: TraesCS3B02G536500.193: TraesCS3B02G536500.1,T1down
Traes_3DL_06EC4AADA,TraesCS3D02G484700,109: TraesCS3D02G484700.193: TraesCS3D02G484700.1,T1down
Traes_3DL_06EC4AADA,TraesCS3A02G488600,109: TraesCS3A02G488600.193: TraesCS3A02G488600.1,T1down
Traes_4DS_D3D974286,TraesCS4B02G078600,109: TraesCS4B02G078600.193: TraesCS4B02G078600.1,T1down
Traes_4DS_D3D974286,TraesCS4D02G077400,109: TraesCS4D02G077400.193: TraesCS4D02G077400.1,T1down
Traes_4DS_D3D974286,TraesCS4A02G236400,109: TraesCS4A02G236400.193: TraesCS4A02G236400.1,T1down
Traes_5BS_F80F165D2,TraesCS5A02G084700,109: TraesCS5A02G084700.193: TraesCS5A02G084700.1,T1down
Traes_5BS_F80F165D2,TraesCS5B02G090600,109: TraesCS5B02G090600.193: TraesCS5B02G090600.1,T1down
Traes_5BS_F80F165D2,TraesCS5D02G097100,109: TraesCS5D02G097100.193: TraesCS5D02G097100.1,T1down
Traes_7AS_C309559E5,TraesCS7A02G076800,109: TraesCS7A02G076800.193: TraesCS7A02G076800.1,T1down
Traes_1BL_A2C92E2AA,TraesCS5D02G028800,109: TraesCS5D02G028800.193: TraesCS5D02G028800.1,T1down
Traes_1BL_A2C92E2AA,TraesCS5D02G025400,109: TraesCS5D02G025400.193: TraesCS5D02G025400.1,T1down
Traes_1BL_A2C92E2AA,TraesCS5A02G019800,109: TraesCS5A02G019800.193: TraesCS5A02G019800.1,T1down
Traes_1BL_A2C92E2AA,TraesCS5A02G023100,109: TraesCS5A02G023100.193: TraesCS5A02G023100.1,T1down
Traes_1BL_A2C92E2AA,TraesCS1B02G400400,109: TraesCS1B02G400400.193: TraesCS1B02G400400.1,T1down
Traes_1BL_A2C92E2AA,TraesCS5D02G028600,109: TraesCS5D02G028600.193: TraesCS5D02G028600.1,T1down
Traes_6AL_2FD2D5BF2,TraesCS6D02G258900,109: TraesCS6D02G258900.193: TraesCS6D02G258900.1,T1down
Traes_6AL_2FD2D5BF2,TraesCS6A02G278300,109: TraesCS6A02G278300.193: TraesCS6A02G278300.1,T1down
Traes_6AL_2FD2D5BF2,TraesCS6B02G306600,109: TraesCS6B02G306600.193: TraesCS6B02G306600.1,T1down
Traes_5AL_BBE7EF2E1,TraesCS5D02G362600,109: TraesCS5D02G362600.193: TraesCS5D02G362600.1,T1down
Traes_5AL_BBE7EF2E1,TraesCS5A02G355300,109: TraesCS5A02G355300.193: TraesCS5A02G355300.1,T1down
Traes_5AL_BBE7EF2E1,TraesCS5B02G357500,109: TraesCS5B02G357500.193: TraesCS5B02G357500.1,T1down
Traes_4AL_FAB289E82,TraesCS7D02G004400,109: TraesCS7D02G004400.193: TraesCS7D02G004400.1,T1down
Traes_4AL_FAB289E82,TraesCS4A02G494700,109: TraesCS4A02G494700.193: TraesCS4A02G494700.1,T1down
Traes_5DS_8AC1A8858,TraesCS5A02G062800,109: TraesCS5A02G062800.193: TraesCS5A02G062800.1,T1down
Traes_5DS_8AC1A8858,TraesCS5D02G074000,109: TraesCS5D02G074000.193: TraesCS5D02G074000.1,T1down
Traes_5DS_8AC1A8858,TraesCS5B02G070000,109: TraesCS5B02G070000.193: TraesCS5B02G070000.1,T1down
Traes_5BS_2D53CF6FB,TraesCS5D02G072500,109: TraesCS5D02G072500.193: TraesCS5D02G072500.1,T1down
Traes_5BS_2D53CF6FB,TraesCS5A02G061000,109: TraesCS5A02G061000.193: TraesCS5A02G061000.1,T1down
Traes_5BS_2D53CF6FB,TraesCS5B02G071100,109: TraesCS5B02G071100.193: TraesCS5B02G071100.1,T1down
Traes_4AS_90CC29CAA,TraesCS4D02G170800,109: TraesCS4D02G170800.193: TraesCS4D02G170800.1,T1down
Traes_4AS_90CC29CAA,TraesCS4A02G136400,109: TraesCS4A02G136400.193: TraesCS4A02G136400.1,T1down
Traes_4AS_90CC29CAA,TraesCS4B02G168300,109: TraesCS4B02G168300.193: TraesCS4B02G168300.1,T1down
Traes_7BL_ABEAC99C8,TraesCS7D02G364900,109: TraesCS7D02G364900.193: TraesCS7D02G364900.1,T1down
Traes_7BL_ABEAC99C8,TraesCS7A02G357800,109: TraesCS7A02G357800.193: TraesCS7A02G357800.1,T1down
Traes_7BL_ABEAC99C8,TraesCS7B02G269900,109: TraesCS7B02G269900.193: TraesCS7B02G269900.1,T1down
Traes_7DS_7A4E09321,TraesCS7D02G205100,109: TraesCS7D02G205100.193: TraesCS7D02G205100.1,T1down
Traes_7DS_7A4E09321,TraesCS7A02G202000,109: TraesCS7A02G202000.193: TraesCS7A02G202000.1,T1down
Traes_7DS_7A4E09321,TraesCS7B02G108800,109: TraesCS7B02G108800.193: TraesCS7B02G108800.1,T1down
Traes_3AL_4F4132490,TraesCS3B02G259300,109: TraesCS3B02G259300.193: TraesCS3B02G259300.1,T1down
Traes_3AL_4F4132490,TraesCS3A02G230000,109: TraesCS3A02G230000.193: TraesCS3A02G230000.1,T1down
Traes_3AL_4F4132490,TraesCS3D02G223300,109: TraesCS3D02G223300.193: TraesCS3D02G223300.1,T1down
Traes_4BS_DA955986B,TraesCS4B02G006800,109: TraesCS4B02G006800.193: TraesCS4B02G006800.1,T1down
Traes_4BS_DA955986B,TraesCS4D02G008300,109: TraesCS4D02G008300.193: TraesCS4D02G008300.1,T1down
Traes_4BS_DA955986B,TraesCS4A02G304400,109: TraesCS4A02G304400.193: TraesCS4A02G304400.1,T1down
Traes_2AL_2F1EBA9A5,TraesCS2A02G256500,109: TraesCS2A02G256500.193: TraesCS2A02G256500.1,T1down
Traes_2AL_2F1EBA9A5,TraesCS2D02G266400,109: TraesCS2D02G266400.193: TraesCS2D02G266400.1,T1down
Traes_6BS_B2D0168C0,TraesCS4A02G383200,109: TraesCS4A02G383200.193: TraesCS4A02G383200.1,T1down
Traes_6BS_B2D0168C0,TraesCS6B02G112600,109: TraesCS6B02G112600.193: TraesCS6B02G112600.1,T1down
Traes_2AS_E6DE173BA,TraesCS2D02G195100,109: TraesCS2D02G195100.193: TraesCS2D02G195100.1,T1down
Traes_2AS_E6DE173BA,TraesCS2A02G192400,109: TraesCS2A02G192400.193: TraesCS2A02G192400.1,T1down
Traes_7AS_40217426D,TraesCS7D02G278200,109: TraesCS7D02G278200.193: TraesCS7D02G278200.1,T1down
Traes_7AS_40217426D,TraesCS7B02G176200,109: TraesCS7B02G176200.193: TraesCS7B02G176200.1,T1down
Traes_7AS_40217426D,TraesCS7A02G278200,109: TraesCS7A02G278200.193: TraesCS7A02G278200.1,T1down
Traes_3DL_365F92C64,TraesCS3D02G272200,109: TraesCS3D02G272200.193: TraesCS3D02G272200.1,T1down
Traes_3DL_365F92C64,TraesCS3B02G306400,109: TraesCS3B02G306400.193: TraesCS3B02G306400.1,T1down
Traes_3DL_365F92C64,TraesCS3A02G272800,109: TraesCS3A02G272800.193: TraesCS3A02G272800.1,T1down
Traes_2BS_8506C57C5,TraesCS2D02G093700,109: TraesCS2D02G093700.193: TraesCS2D02G093700.1,T1down
Traes_2BS_8506C57C5,TraesCS2B02G110500,109: TraesCS2B02G110500.193: TraesCS2B02G110500.1,T1down
Traes_2BS_8506C57C5,TraesCS2A02G095300,109: TraesCS2A02G095300.193: TraesCS2A02G095300.1,T1down
Traes_3AS_AE734BA2A,TraesCS3D02G184500,109: TraesCS3D02G184500.193: TraesCS3D02G184500.1,T1down
Traes_3AS_AE734BA2A,TraesCS3A02G179600,109: TraesCS3A02G179600.193: TraesCS3A02G179600.1,T1down
Traes_3AS_AE734BA2A,TraesCS3B02G209300,109: TraesCS3B02G209300.193: TraesCS3B02G209300.1,T1down
Traes_5DL_1F18FD8B2,TraesCS5D02G327300,109: TraesCS5D02G327300.193: TraesCS5D02G327300.1,T1down
Traes_5DL_1F18FD8B2,TraesCS5B02G320900,109: TraesCS5B02G320900.193: TraesCS5B02G320900.1,T1down
Traes_5DL_1F18FD8B2,TraesCS5A02G320600,109: TraesCS5A02G320600.193: TraesCS5A02G320600.1,T1down
Traes_6DL_EEF520CBE,TraesCS6A02G259800,109: TraesCS6A02G259800.193: TraesCS6A02G259800.1,T1down
Traes_6DL_EEF520CBE,TraesCS6B02G287100,109: TraesCS6B02G287100.193: TraesCS6B02G287100.1,T1down
Traes_6DL_EEF520CBE,TraesCS6D02G240800,109: TraesCS6D02G240800.193: TraesCS6D02G240800.1,T1down
Traes_1DS_5BEB7E9E7,TraesCS1D02G044200,109: TraesCS1D02G044200.193: TraesCS1D02G044200.1,T1down
Traes_1DS_5BEB7E9E7,TraesCS1A02G043600,109: TraesCS1A02G043600.193: TraesCS1A02G043600.1,T1down
Traes_1DS_5BEB7E9E7,TraesCS1B02G056700,109: TraesCS1B02G056700.193: TraesCS1B02G056700.1,T1down
Traes_6BL_F6B73DE38,TraesCS6D02G295300,109: TraesCS6D02G295300.193: TraesCS6D02G295300.1,T1down
Traes_6BL_F6B73DE38,TraesCS6B02G346500,109: TraesCS6B02G346500.193: TraesCS6B02G346500.1,T1down
Traes_6BL_F6B73DE38,TraesCS6A02G316100,109: TraesCS6A02G316100.193: TraesCS6A02G316100.1,T1down
Traes_7AS_E62140C8E,TraesCS7B02G153100,109: TraesCS7B02G153100.193: TraesCS7B02G153100.1,T1down
Traes_7AS_E62140C8E,TraesCS7A02G257100,109: TraesCS7A02G257100.193: TraesCS7A02G257100.1,T1down
Traes_7AS_E62140C8E,TraesCS7D02G257300,109: TraesCS7D02G257300.193: TraesCS7D02G257300.1,T1down
Traes_6DL_E026CDE28,TraesCS6D02G198700,109: TraesCS6D02G198700.193: TraesCS6D02G198700.1,T1down
Traes_6DL_E026CDE28,TraesCS6B02G246000,109: TraesCS6B02G246000.193: TraesCS6B02G246000.1,T1down
Traes_6DL_E026CDE28,TraesCS6A02G216800,109: TraesCS6A02G216800.193: TraesCS6A02G216800.1,T1down
Traes_5DL_742CCD4E0,TraesCS5B02G507300,109: TraesCS5B02G507300.193: TraesCS5B02G507300.1,T1down
Traes_5DL_742CCD4E0,TraesCS5D02G507300,109: TraesCS5D02G507300.193: TraesCS5D02G507300.1,T1down
