Gene stable ID,GO term name,GO term definition,GO term accession,GO term evidence code,GO domain
TraesCS1A02G287700,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",GO:0005634,IEA,cellular_component
TraesCS1A02G287700,chromosome,A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information.,GO:0005694,IEA,cellular_component
TraesCS1A02G287700,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,GO:0003677,IBA,molecular_function
TraesCS1A02G287700,nucleosome assembly,"The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.",GO:0006334,IBA,biological_process
TraesCS1A02G287700,structural constituent of chromatin,The action of a molecule that contributes to the structural integrity of chromatin.,GO:0030527,IEA,molecular_function
TraesCS1A02G331500,,,,,
TraesCS1A02G331600,,,,,
TraesCS1A02G376100,"mRNA splicing, via spliceosome","The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.",GO:0000398,IEA,biological_process
TraesCS1A02G376100,U4/U6 x U5 tri-snRNP complex,A ribonucleoprotein complex that is formed by the association of the U4/U6 and U5 snRNPs.,GO:0046540,IEA,cellular_component
TraesCS1A02G376100,spliceosomal tri-snRNP complex assembly,The formation of a tri-snRNP complex containing U4 and U6 (or U4atac and U6atac) snRNAs and U5 snRNAs and associated proteins. This includes reannealing of U4 and U6 (or U4atac and U6atac) snRNAs released from previous rounds of splicing to reform the U4/U6 snRNP (or U4atac/U6atac snRNP) as well as the subsequent association of the U5 snRNP with the U4/U6 snRNP (or U4atac/U6atac snRNP) to form a tri-snRNP that is ready to reassemble into another spliceosome complex.,GO:0000244,IEA,biological_process
TraesCS1A02G376100,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",GO:0005634,IEA,cellular_component
TraesCS1A02G376100,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS1A02G376100,mRNA processing,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.,GO:0006397,IEA,biological_process
TraesCS1A02G376100,RNA splicing,The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA.,GO:0008380,IEA,biological_process
TraesCS1A02G376100,spliceosomal complex,"Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA.",GO:0005681,IEA,cellular_component
TraesCS1A02G376100,spliceosomal tri-snRNP complex,A spliceosomal snRNP complex that is formed by the association of the U4/U6 (or U4atac/U6atac) snRNP with the U5 snRNP.,GO:0097526,IBA,cellular_component
TraesCS1A02G376100,"mRNA splicing, via spliceosome","The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.",GO:0000398,IBA,biological_process
TraesCS1A02G376100,precatalytic spliceosome,"A spliceosomal complex that is formed by the recruitment of a preassembled U5-containing tri-snRNP to the prespliceosome. Although all 5 snRNPs are present, the precatalytic spliceosome is catalytically inactive. The precatalytic spliceosome includes many proteins in addition to those found in the associated snRNPs.",GO:0071011,IBA,cellular_component
TraesCS1A02G376100,U4 snRNP,"A ribonucleoprotein complex that contains small nuclear RNA U4, a heptameric ring of Sm proteins, as well as several proteins that are unique to the U4 snRNP, most of which remain associated with the U4 snRNA both while the U4 snRNP is free or assembled into the U4/U6 snRNP or into a series of spliceosomal complexes.",GO:0005687,IBA,cellular_component
TraesCS1A02G376200,nucleic acid binding,Binding to a nucleic acid.,GO:0003676,IEA,molecular_function
TraesCS1A02G376200,RNA-DNA hybrid ribonuclease activity,Catalysis of the endonucleolytic cleavage of RNA in RNA-DNA hybrids to 5'-phosphomonoesters.,GO:0004523,IEA,molecular_function
TraesCS1A02G384400,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS1A02G384400,chloroplast thylakoid membrane,The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana.,GO:0009535,IEA,cellular_component
TraesCS1A02G384400,quinone binding,"Binding to a quinone, any member of a class of diketones derivable from aromatic compounds by conversion of two CH groups into CO groups with any necessary rearrangement of double bonds.",GO:0048038,IEA,molecular_function
TraesCS1A02G384400,NADH dehydrogenase (ubiquinone) activity,Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out).,GO:0008137,IEA,molecular_function
TraesCS1A02G384400,"oxidoreductase activity, acting on NAD(P)H",Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.,GO:0016651,IEA,molecular_function
TraesCS1A02G384400,"photosynthesis, light reaction","The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I.",GO:0019684,IEA,biological_process
TraesCS1A02G384400,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS1A02G384400,thylakoid,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation.",GO:0009579,IEA,cellular_component
TraesCS1A02G384400,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS1A02G384400,plastid,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid.",GO:0009536,IEA,cellular_component
TraesCS1A02G384400,electron transport chain,A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors.,GO:0022900,IEA,biological_process
TraesCS1A02G384400,mitochondrial membrane,Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope.,GO:0031966,IEA,cellular_component
TraesCS1A02G384400,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a quinone or a similar acceptor molecule.,GO:0016655,IEA,molecular_function
