Requested ID,Matched ID(s),Releases,,,,,,,
Traes_7DS_B010D4D1E,TraesCS7B02G142300,108: TraesCS7B02G142300.193: TraesCS7B02G142300.1,,,,,,,
Traes_1DL_4BDFFEE0C,TraesCS1A02G239000,108: TraesCS1A02G239000.193: TraesCS1A02G239000.1,,,,,,,
Traes_1DL_4BDFFEE0C,TraesCS1B02G251200,108: TraesCS1B02G251200.193: TraesCS1B02G251200.1,,,,,,,
Traes_1DL_4BDFFEE0C,TraesCS1D02G239200,108: TraesCS1D02G239200.193: TraesCS1D02G239200.1,,,,,,,
Traes_2DS_5D09437DA,TraesCS2B02G221600,108: TraesCS2B02G221600.193: TraesCS2B02G221600.1,,,,,,,
Traes_2DS_5D09437DA,TraesCS2D02G202000,108: TraesCS2D02G202000.193: TraesCS2D02G202000.1,,,,,,,
Traes_2DS_5D09437DA,TraesCS2A02G185700,108: TraesCS2A02G185700.193: TraesCS2A02G185700.1,,,,,,,
Traes_7DL_B5B9EC07F,TraesCS7A02G470900,108: TraesCS7A02G470900.193: TraesCS7A02G470900.1,,,,,,,
Traes_7DL_B5B9EC07F,TraesCS7B02G372700,108: TraesCS7B02G372700.193: TraesCS7B02G372700.1,,,,,,,
Traes_7DL_B5B9EC07F,TraesCS7D02G458300,108: TraesCS7D02G458300.193: TraesCS7D02G458300.1,,,,,,,
Traes_6DL_746EF9CE2,TraesCS6D02G362100,108: TraesCS6D02G362100.193: TraesCS6D02G362100.1,,,,,,,
Traes_6DL_746EF9CE2,TraesCS6B02G414900,108: TraesCS6B02G414900.193: TraesCS6B02G414900.1,,,,,,,
Traes_6DL_746EF9CE2,TraesCS6A02G377500,108: TraesCS6A02G377500.193: TraesCS6A02G377500.1,,,,,,,
Traes_4DS_B329DED6D,TraesCS4D02G076900,108: TraesCS4D02G076900.193: TraesCS4D02G076900.1,,,,,,,
Traes_4DS_B329DED6D,TraesCS4B02G078300,108: TraesCS4B02G078300.193: TraesCS4B02G078300.1,,,,,,,
Traes_4DS_B329DED6D,TraesCS4A02G236700,108: TraesCS4A02G236700.193: TraesCS4A02G236700.1,,,,,,,
Traes_6DL_E43B78D15,TraesCS6D02G294700,108: TraesCS6D02G294700.193: TraesCS6D02G294700.1,,,,,,,
Traes_6DL_E43B78D15,TraesCS6A02G315400,108: TraesCS6A02G315400.193: TraesCS6A02G315400.1,,,,,,,
Traes_6DL_E43B78D15,TraesCS6B02G345900,108: TraesCS6B02G345900.193: TraesCS6B02G345900.1,,,,,,,
Traes_7DL_31B155AB3,TraesCS7B02G430700,108: TraesCS7B02G430700.193: TraesCS7B02G430700.1,,,,,,,
Traes_7DL_31B155AB3,TraesCS7A02G490500,108: TraesCS7A02G490500.193: TraesCS7A02G490500.1,,,,,,,
Traes_7DL_31B155AB3,TraesCS7B02G393800,108: TraesCS7B02G393800.193: TraesCS7B02G393800.1,,,,,,,
Traes_7DL_31B155AB3,TraesCS7D02G476900,108: TraesCS7D02G476900.193: TraesCS7D02G476900.1,,,,,,,
Traes_5DL_C1A41151E,TraesCS5A02G367900,108: TraesCS5A02G367900.193: TraesCS5A02G367900.1,,,,,,,
Traes_5DL_C1A41151E,TraesCS5B02G369900,108: TraesCS5B02G369900.193: TraesCS5B02G369900.1,,,,,,,
Traes_5DL_C1A41151E,TraesCS5D02G377300,108: TraesCS5D02G377300.193: TraesCS5D02G377300.1,,,,,,,
Traes_6DS_FAE4B0C72,TraesCS6B02G235400,108: TraesCS6B02G235400.193: TraesCS6B02G235400.1,,,,,,,
Traes_6DS_FAE4B0C72,TraesCS6A02G194600,108: TraesCS6A02G194600.193: TraesCS6A02G194600.1,,,,,,,
Traes_6DS_FAE4B0C72,TraesCS6D02G181800,108: TraesCS6D02G181800.193: TraesCS6D02G181800.1,,,,,,,
Traes_5DL_D9AB797D1,TraesCS5D02G336700,108: TraesCS5D02G336700.193: TraesCS5D02G336700.1,,,,,,,
Traes_5DL_D9AB797D1,TraesCS5B02G331300,108: TraesCS5B02G331300.193: TraesCS5B02G331300.1,,,,,,,
Traes_5DL_D9AB797D1,TraesCS5A02G330900,108: TraesCS5A02G330900.193: TraesCS5A02G330900.1,,,,,,,
Traes_5DS_BD5BEA132,TraesCS5D02G056000,108: TraesCS5D02G056000.193: TraesCS5D02G056000.1,,,,,,,
Traes_5DS_BD5BEA132,TraesCS5B02G050200,108: TraesCS5B02G050200.193: TraesCS5B02G050200.1,,,,,,,
Traes_5DS_BD5BEA132,TraesCS5A02G046100,108: TraesCS5A02G046100.193: TraesCS5A02G046100.1,,,,,,,
Traes_4DL_000F5B03C,TraesCS4B02G298200,108: TraesCS4B02G298200.193: TraesCS4B02G298200.1,,,,,,,
Traes_4DL_000F5B03C,TraesCS4A02G006800,108: TraesCS4A02G006800.193: TraesCS4A02G006800.1,,,,,,,
Traes_4DL_000F5B03C,TraesCS4D02G297000,108: TraesCS4D02G297000.193: TraesCS4D02G297000.1,,,,,,,
Traes_4DL_6A47BD98B,TraesCS4B02G207600,108: TraesCS4B02G207600.193: TraesCS4B02G207600.1,,,,,,,
Traes_4DL_6A47BD98B,TraesCS4D02G208500,108: TraesCS4D02G208500.193: TraesCS4D02G208500.1,,,,,,,
Traes_4DL_6A47BD98B,TraesCS4A02G096800,108: TraesCS4A02G096800.193: TraesCS4A02G096800.1,,,,,,,
Traes_1DL_5AD65B0D4,TraesCS1A02G214300,108: TraesCS1A02G214300.193: TraesCS1A02G214300.1,,,,,,,
Traes_1DL_5AD65B0D4,TraesCS1B02G228100,108: TraesCS1B02G228100.193: TraesCS1B02G228100.1,,,,,,,
Traes_1DL_5AD65B0D4,TraesCS1D02G217200,108: TraesCS1D02G217200.193: TraesCS1D02G217200.1,,,,,,,
Traes_7DS_73CCFFB4E,TraesCS7D02G264000,108: TraesCS7D02G264000.193: TraesCS7D02G264000.1,,,,,,,
Traes_7DS_73CCFFB4E,TraesCS7A02G263400,108: TraesCS7A02G263400.193: TraesCS7A02G263400.1,,,,,,,
Traes_2DS_1208A147B,TraesCS2B02G078400,108: TraesCS2B02G078400.193: TraesCS2B02G078400.1,,,,,,,
Traes_2DS_1208A147B,TraesCS2D02G064800,108: TraesCS2D02G064800.193: TraesCS2D02G064800.1,,,,,,,
Traes_2DS_1208A147B,TraesCS2A02G066300,108: TraesCS2A02G066300.193: TraesCS2A02G066300.1,,,,,,,
Traes_1DL_E31CD9338,TraesCS1A02G159300,108: TraesCS1A02G159300.193: TraesCS1A02G159300.1,,,,,,,
Traes_1DL_E31CD9338,TraesCS1D02G156700,108: TraesCS1D02G156700.193: TraesCS1D02G156700.1,,,,,,,
Traes_1DL_E31CD9338,TraesCS1B02G175700,108: TraesCS1B02G175700.193: TraesCS1B02G175700.1,,,,,,,
Traes_5DL_A4D36A69C,TraesCS5A02G403300,108: TraesCS5A02G403300.193: TraesCS5A02G403300.1,,,,,,,
Traes_5DL_A4D36A69C,TraesCS5B02G408100,108: TraesCS5B02G408100.193: TraesCS5B02G408100.1,,,,,,,
Traes_5DL_A4D36A69C,TraesCS5D02G413300,108: TraesCS5D02G413300.193: TraesCS5D02G413300.1,,,,,,,
Traes_4DS_CA6753E8D,TraesCS4D02G049700,108: TraesCS4D02G049700.193: TraesCS4D02G049700.1,,,,,,,
Traes_4DS_CA6753E8D,TraesCS4A02G265400,108: TraesCS4A02G265400.193: TraesCS4A02G265400.1,,,,,,,
Traes_4DS_CA6753E8D,TraesCS4B02G049400,108: TraesCS4B02G049400.193: TraesCS4B02G049400.1,,,,,,,
Traes_5DS_DE9039E5C,TraesCS5D02G062400,108: TraesCS5D02G062400.193: TraesCS5D02G062400.1,,,,,,,
Traes_5DS_DE9039E5C,TraesCS5A02G051400,108: TraesCS5A02G051400.193: TraesCS5A02G051400.1,,,,,,,
Traes_5DS_DE9039E5C,TraesCS5B02G057300,108: TraesCS5B02G057300.193: TraesCS5B02G057300.1,,,,,,,
Traes_6DL_6149F16FF,TraesCS6A02G315200,108: TraesCS6A02G315200.193: TraesCS6A02G315200.1,,,,,,,
Traes_6DL_6149F16FF,TraesCS6D02G294500,108: TraesCS6D02G294500.193: TraesCS6D02G294500.1,,,,,,,
Traes_6DL_6149F16FF,TraesCS6B02G345700,108: TraesCS6B02G345700.193: TraesCS6B02G345700.1,,,,,,,
Traes_5DL_1200425F4,TraesCS5B02G396700,108: TraesCS5B02G396700.193: TraesCS5B02G396700.1,,,,,,,
Traes_5DL_1200425F4,TraesCS5D02G401700,108: TraesCS5D02G401700.193: TraesCS5D02G401700.1,,,,,,,
Traes_5DL_1200425F4,TraesCS5A02G391800,108: TraesCS5A02G391800.193: TraesCS5A02G391800.1,,,,,,,
Traes_7DS_B730C2C12,TraesCS7D02G196400,108: TraesCS7D02G196400.193: TraesCS7D02G196400.1,,,,,,,
Traes_7DS_B730C2C12,TraesCS7B02G100500,108: TraesCS7B02G100500.193: TraesCS7B02G100500.1,,,,,,,
Traes_7DS_B730C2C12,TraesCS7A02G194800,108: TraesCS7A02G194800.193: TraesCS7A02G194800.1,,,,,,,
Traes_7DL_D350B7C25,TraesCS7A02G410300,108: TraesCS7A02G410300.193: TraesCS7A02G410300.1,,,,,,,
Traes_7DL_D350B7C25,TraesCS7D02G403500,108: TraesCS7D02G403500.193: TraesCS7D02G403500.1,,,,,,,
Traes_7DL_D350B7C25,TraesCS7B02G309700,108: TraesCS7B02G309700.193: TraesCS7B02G309700.1,,,,,,,
Traes_4DL_F90FF82EA,TraesCS4A02G105000,108: TraesCS4A02G105000.193: TraesCS4A02G105000.1,,,,,,,
Traes_4DL_F90FF82EA,TraesCS4D02G199900,108: TraesCS4D02G199900.193: TraesCS4D02G199900.1,,,,,,,
Traes_4DL_F90FF82EA,TraesCS4B02G199000,108: TraesCS4B02G199000.193: TraesCS4B02G199000.1,,,,,,,
Traes_1DL_0AF007634,TraesCS1B02G202600,108: TraesCS1B02G202600.193: TraesCS1B02G202600.1,,,,,,,
Traes_1DL_0AF007634,TraesCS1D02G176100,108: TraesCS1D02G176100.193: TraesCS1D02G176100.1,,,,,,,
Traes_1DL_0AF007634,TraesCS1A02G177600,108: TraesCS1A02G177600.193: TraesCS1A02G177600.1,,,,,,,
Traes_3DS_2BA4812B7,TraesCS3D02G146700,108: TraesCS3D02G146700.193: TraesCS3D02G146700.1,,,,,,,
Traes_3DS_2BA4812B7,TraesCS3A02G140300,108: TraesCS3A02G140300.193: TraesCS3A02G140300.1,,,,,,,
Traes_3DS_2BA4812B7,TraesCS3B02G164200,108: TraesCS3B02G164200.193: TraesCS3B02G164200.1,,,,,,,
Traes_2DS_C2E9D89CF,TraesCS2A02G211200,108: TraesCS2A02G211200.193: TraesCS2A02G211200.1,,,,,,,
Traes_2DS_C2E9D89CF,TraesCS2D02G217400,108: TraesCS2D02G217400.193: TraesCS2D02G217400.1,,,,,,,
Traes_2DS_C2E9D89CF,TraesCS2B02G236800,108: TraesCS2B02G236800.193: TraesCS2B02G236800.1,,,,,,,
Traes_4DS_B083FBC2F,TraesCS4D02G029300,108: TraesCS4D02G029300.193: TraesCS4D02G029300.1,,,,,,,
Traes_4DS_B083FBC2F,TraesCS4A02G281200,108: TraesCS4A02G281200.193: TraesCS4A02G281200.1,,,,,,,
Traes_4DS_B083FBC2F,TraesCS4B02G031600,108: TraesCS4B02G031600.193: TraesCS4B02G031600.1,,,,,,,
Traes_2DS_3ED3F7AC2,TraesCS2D02G114400,108: TraesCS2D02G114400.193: TraesCS2D02G114400.1,,,,,,,
Traes_2DS_3ED3F7AC2,TraesCS2A02G113800,108: TraesCS2A02G113800.193: TraesCS2A02G113800.1,,,,,,,
Traes_2DS_3ED3F7AC2,TraesCS2B02G132800,108: TraesCS2B02G132800.193: TraesCS2B02G132800.1,,,,,,,
Traes_1DL_AD0D15C32,TraesCS1A02G365100,108: TraesCS1A02G365100.193: TraesCS1A02G365100.1,,,,,,,
Traes_1DL_AD0D15C32,TraesCS1D02G370600,108: TraesCS1D02G370600.193: TraesCS1D02G370600.1,,,,,,,
Traes_1DL_AD0D15C32,TraesCS1B02G382600,108: TraesCS1B02G382600.193: TraesCS1B02G382600.1,,,,,,,
Traes_3DL_81AEF86C0,TraesCS3D02G229600,108: TraesCS3D02G229600.193: TraesCS3D02G229600.1,,,,,,,
Traes_3DL_81AEF86C0,TraesCS3A02G224000,108: TraesCS3A02G224000.193: TraesCS3A02G224000.1,,,,,,,
Traes_3DL_81AEF86C0,TraesCS3B02G253500,108: TraesCS3B02G253500.193: TraesCS3B02G253500.1,,,,,,,
Traes_1DL_913BDF4D5,TraesCS1D02G383500,108: TraesCS1D02G383500.193: TraesCS1D02G383500.1,,,,,,,
Traes_1DL_913BDF4D5,TraesCS1A02G376400,108: TraesCS1A02G376400.193: TraesCS1A02G376400.1,,,,,,,
Traes_1DL_913BDF4D5,TraesCS1B02G396800,108: TraesCS1B02G396800.193: TraesCS1B02G396800.1,,,,,,,
Traes_7DL_F036E5075,TraesCS7B02G221500,108: TraesCS7B02G221500.193: TraesCS7B02G221500.1,,,,,,,
Traes_7DL_F036E5075,TraesCS7D02G317400,108: TraesCS7D02G317400.193: TraesCS7D02G317400.1,,,,,,,
Traes_7DL_F036E5075,TraesCS7A02G320500,108: TraesCS7A02G320500.193: TraesCS7A02G320500.1,,,,,,,
Traes_2DS_9993A5116,TraesCS2D02G151300,108: TraesCS2D02G151300.193: TraesCS2D02G151300.1,,,,,,,
Traes_2DS_9993A5116,TraesCS2A02G146700,108: TraesCS2A02G146700.193: TraesCS2A02G146700.1,,,,,,,
Traes_2DS_9993A5116,TraesCS2B02G172000,108: TraesCS2B02G172000.193: TraesCS2B02G172000.1,,,,,,,
Traes_5DL_1CD1BF5D7,TraesCS5B02G173000,108: TraesCS5B02G173000.193: TraesCS5B02G173000.1,,,,,,,
Traes_5DL_1CD1BF5D7,TraesCS5D02G180000,108: TraesCS5D02G180000.193: TraesCS5D02G180000.1,,,,,,,
Traes_5DL_1CD1BF5D7,TraesCS5A02G176900,108: TraesCS5A02G176900.193: TraesCS5A02G176900.1,,,,,,,
Traes_6DL_C8198CD4A,TraesCS6D02G341200,108: TraesCS6D02G341200.193: TraesCS6D02G341200.1,,,,,,,
Traes_6DL_C8198CD4A,TraesCS6B02G391100,108: TraesCS6B02G391100.193: TraesCS6B02G391100.1,,,,,,,
Traes_6DL_C8198CD4A,TraesCS6A02G358400,108: TraesCS6A02G358400.193: TraesCS6A02G358400.1,,,,,,,
Traes_1DL_6CB48B507,TraesCS1A02G416000,108: TraesCS1A02G416000.193: TraesCS1A02G416000.1,,,,,,,
Traes_1DL_6CB48B507,TraesCS1D02G423500,108: TraesCS1D02G423500.193: TraesCS1D02G423500.1,,,,,,,
Traes_1DL_6CB48B507,TraesCS1B02G446300,108: TraesCS1B02G446300.193: TraesCS1B02G446300.1,,,,,,,
Traes_7DL_A2604A6D5,TraesCS7D02G536900,108: TraesCS7D02G536900.193: TraesCS7D02G536900.1,,,,,,,
Traes_7DL_A2604A6D5,TraesCS7A02G530200,108: TraesCS7A02G530200.193: TraesCS7A02G530200.1,,,,,,,
Traes_7DL_A2604A6D5,TraesCS7B02G474000,108: TraesCS7B02G474000.193: TraesCS7B02G474000.1,,,,,,,
Traes_5DL_31FCBDA9F,TraesCS5D02G256000,108: TraesCS5D02G256000.193: TraesCS5D02G256000.1,,,,,,,
Traes_5DL_31FCBDA9F,TraesCS5A02G248800,108: TraesCS5A02G248800.193: TraesCS5A02G248800.1,,,,,,,
Traes_5DL_31FCBDA9F,TraesCS5B02G246500,108: TraesCS5B02G246500.193: TraesCS5B02G246500.1,,,,,,,
Traes_7DL_4DCA4C458,TraesCS7D02G350300,108: TraesCS7D02G350300.193: TraesCS7D02G350300.1,,,,,,,
Traes_7DL_4DCA4C458,TraesCS7A02G372600,108: TraesCS7A02G372600.193: TraesCS7A02G372600.1,,,,,,,
Traes_7DL_4DCA4C458,TraesCS7B02G254400,108: TraesCS7B02G254400.193: TraesCS7B02G254400.1,,,,,,,
Traes_4DL_D662AAAF0,TraesCS4B02G246700,108: TraesCS4B02G246700.193: TraesCS4B02G246700.1,,,,,,,
Traes_4DL_D662AAAF0,TraesCS4A02G058200,108: TraesCS4A02G058200.193: TraesCS4A02G058200.1,,,,,,,
Traes_4DL_D662AAAF0,TraesCS4D02G246000,108: TraesCS4D02G246000.193: TraesCS4D02G246000.1,,,,,,,
Traes_3DS_DBE9BA748,TraesCS3A02G085500,108: TraesCS3A02G085500.193: TraesCS3A02G085500.1,,,,,,,
Traes_3DS_DBE9BA748,TraesCS3B02G100700,108: TraesCS3B02G100700.193: TraesCS3B02G100700.1,,,,,,,
Traes_3DS_DBE9BA748,TraesCS3D02G085500,108: TraesCS3D02G085500.193: TraesCS3D02G085500.1,,,,,,,
Traes_4DL_01E02A089,TraesCS4D02G286700,108: TraesCS4D02G286700.193: TraesCS4D02G286700.1,,,,,,,
Traes_4DL_01E02A089,TraesCS4A02G016200,108: TraesCS4A02G016200.193: TraesCS4A02G016200.1,,,,,,,
Traes_1DL_C265CBB34,TraesCS1A02G139900,108: TraesCS1A02G139900.193: TraesCS1A02G139900.1,,,,,,,
Traes_1DL_C265CBB34,TraesCS1B02G157000,108: TraesCS1B02G157000.193: TraesCS1B02G157000.1,,,,,,,
Traes_1DL_C265CBB34,TraesCS1D02G139400,108: TraesCS1D02G139400.193: TraesCS1D02G139400.1,,,,,,,
Traes_2DL_9F234DB4D,TraesCS2A02G339500,108: TraesCS2A02G339500.193: TraesCS2A02G339500.1,,,,,,,
Traes_2DL_9F234DB4D,TraesCS2B02G342500,108: TraesCS2B02G342500.193: TraesCS2B02G342500.1,,,,,,,
Traes_2DL_9F234DB4D,TraesCS2D02G323600,108: TraesCS2D02G323600.193: TraesCS2D02G323600.1,,,,,,,
Traes_2DL_59D2939D1,TraesCS2A02G451400,108: TraesCS2A02G451400.193: TraesCS2A02G451400.1,,,,,,,
Traes_2DL_59D2939D1,TraesCS2B02G472900,108: TraesCS2B02G472900.193: TraesCS2B02G472900.1,,,,,,,
Traes_2DL_59D2939D1,TraesCS2D02G451200,108: TraesCS2D02G451200.193: TraesCS2D02G451200.1,,,,,,,
Traes_2DS_9B86CE58D,TraesCS2D02G097800,108: TraesCS2D02G097800.193: TraesCS2D02G097800.1,,,,,,,
Traes_2DS_9B86CE58D,TraesCS2B02G114500,108: TraesCS2B02G114500.193: TraesCS2B02G114500.1,,,,,,,
Traes_2DS_9B86CE58D,TraesCS2A02G098400,108: TraesCS2A02G098400.193: TraesCS2A02G098400.1,,,,,,,
Traes_4DL_0C31AFCF9,TraesCS4A02G140200,108: TraesCS4A02G140200.193: TraesCS4A02G140200.1,,,,,,,
Traes_4DL_0C31AFCF9,TraesCS4D02G169500,108: TraesCS4D02G169500.193: TraesCS4D02G169500.1,,,,,,,
Traes_4DL_0C31AFCF9,TraesCS4B02G167000,108: TraesCS4B02G167000.193: TraesCS4B02G167000.1,,,,,,,
Traes_7DL_E960C9C81,TraesCS7D02G377300,108: TraesCS7D02G377300.193: TraesCS7D02G377300.1,,,,,,,
Traes_7DL_E960C9C81,TraesCS7A02G381000,108: TraesCS7A02G381000.193: TraesCS7A02G381000.1,,,,,,,
Traes_7DL_E960C9C81,TraesCS7B02G282900,108: TraesCS7B02G282900.193: TraesCS7B02G282900.1,,,,,,,
Traes_7DL_7ECE3DCB9,TraesCS7A02G363900,108: TraesCS7A02G363900.193: TraesCS7A02G363900.1,,,,,,,
Traes_7DL_7ECE3DCB9,TraesCS7D02G359300,108: TraesCS7D02G359300.193: TraesCS7D02G359300.1,,,,,,,
Traes_7DL_7ECE3DCB9,TraesCS7B02G264000,108: TraesCS7B02G264000.193: TraesCS7B02G264000.1,,,,,,,
Traes_1DL_104E935E8,TraesCS1A02G417400,108: TraesCS1A02G417400.193: TraesCS1A02G417400.1,,,,,,,
Traes_1DL_104E935E8,TraesCS1D02G425000,108: TraesCS1D02G425000.193: TraesCS1D02G425000.1,,,,,,,
Traes_1DL_104E935E8,TraesCS1B02G447600,108: TraesCS1B02G447600.193: TraesCS1B02G447600.1,,,,,,,
Traes_4DS_86EDC8472,TraesCS4B02G068300,108: TraesCS4B02G068300.193: TraesCS4B02G068300.1,,,,,,,
Traes_4DS_86EDC8472,TraesCS4A02G246500,108: TraesCS4A02G246500.193: TraesCS4A02G246500.1,,,,,,,
Traes_4DS_86EDC8472,TraesCS4D02G067400,108: TraesCS4D02G067400.193: TraesCS4D02G067400.1,,,,,,,
Traes_1DL_5F701BCAE,TraesCS1B02G287000,108: TraesCS1B02G287000.193: TraesCS1B02G287000.1,,,,,,,
Traes_1DL_5F701BCAE,TraesCS1A02G278100,108: TraesCS1A02G278100.193: TraesCS1A02G278100.1,,,,,,,
Traes_1DL_5F701BCAE,TraesCS1D02G277200,108: TraesCS1D02G277200.193: TraesCS1D02G277200.1,,,,,,,
Traes_5DS_4EF52E6D5,TraesCS5D02G025000,108: TraesCS5D02G025000.193: TraesCS5D02G025000.1,,,,,,,
Traes_5DS_4EF52E6D5,TraesCS5A02G019600,108: TraesCS5A02G019600.193: TraesCS5A02G019600.1,,,,,,,
Traes_5DS_4EF52E6D5,TraesCS5B02G016900,108: TraesCS5B02G016900.193: TraesCS5B02G016900.1,,,,,,,
Traes_2DL_FAFC3FEB5,TraesCS2D02G279000,108: TraesCS2D02G279000.193: TraesCS2D02G279000.1,,,,,,,
Traes_2DL_FAFC3FEB5,TraesCS2B02G297500,108: TraesCS2B02G297500.193: TraesCS2B02G297500.1,,,,,,,
Traes_2DL_FAFC3FEB5,TraesCS2A02G280000,108: TraesCS2A02G280000.193: TraesCS2A02G280000.1,,,,,,,
Traes_3DL_C2D6524C5,TraesCS3D02G206100,108: TraesCS3D02G206100.193: TraesCS3D02G206100.1,,,,,,,
Traes_3DL_C2D6524C5,TraesCS3B02G227100,108: TraesCS3B02G227100.193: TraesCS3B02G227100.1,,,,,,,
Traes_3DL_C2D6524C5,TraesCS3A02G202500,108: TraesCS3A02G202500.193: TraesCS3A02G202500.1,,,,,,,
Traes_4DS_151FB4C44,TraesCS4B02G124400,108: TraesCS4B02G124400.193: TraesCS4B02G124400.1,,,,,,,
Traes_4DS_151FB4C44,TraesCS4A02G191000,108: TraesCS4A02G191000.193: TraesCS4A02G191000.1,,,,,,,
Traes_4DS_151FB4C44,TraesCS4D02G122300,108: TraesCS4D02G122300.193: TraesCS4D02G122300.1,,,,,,,
Traes_7DL_BE2E4A2BA,TraesCS7A02G384200,108: TraesCS7A02G384200.193: TraesCS7A02G384200.1,,,,,,,
Traes_7DL_BE2E4A2BA,TraesCS7B02G286900,108: TraesCS7B02G286900.193: TraesCS7B02G286900.1,,,,,,,
Traes_7DL_BE2E4A2BA,TraesCS7D02G380700,108: TraesCS7D02G380700.193: TraesCS7D02G380700.1,,,,,,,
Traes_2DS_26EFAF308,TraesCS2D02G082200,108: TraesCS2D02G082200.193: TraesCS2D02G082200.1,,,,,,,
Traes_2DS_26EFAF308,TraesCS2A02G084200,108: TraesCS2A02G084200.193: TraesCS2A02G084200.1,,,,,,,
Traes_2DS_26EFAF308,TraesCS2B02G098800,108: TraesCS2B02G098800.193: TraesCS2B02G098800.1,,,,,,,
Traes_5DL_E45D2E4AB,TraesCS5D02G182700,108: TraesCS5D02G182700.193: TraesCS5D02G182700.1,,,,,,,
Traes_5DL_E45D2E4AB,TraesCS5A02G178200,108: TraesCS5A02G178200.193: TraesCS5A02G178200.1,,,,,,,
Traes_5DL_E45D2E4AB,TraesCS5B02G175900,108: TraesCS5B02G175900.193: TraesCS5B02G175900.1,,,,,,,
Traes_5DL_24B910506,TraesCS5D02G186900,108: TraesCS5D02G186900.193: TraesCS5D02G186900.1,,,,,,,
Traes_5DL_24B910506,TraesCS5B02G180500,108: TraesCS5B02G180500.193: TraesCS5B02G180500.1,,,,,,,
Traes_7DL_B4853A3A3,TraesCS7D02G507400,108: TraesCS7D02G507400.193: TraesCS7D02G507400.1,,,,,,,
Traes_7DL_B4853A3A3,TraesCS7A02G517200,108: TraesCS7A02G517200.193: TraesCS7A02G517200.1,,,,,,,
Traes_7DL_B4853A3A3,TraesCS7B02G433500,108: TraesCS7B02G433500.193: TraesCS7B02G433500.1,,,,,,,
Traes_4DS_2337DF298,TraesCS4D02G109700,108: TraesCS4D02G109700.193: TraesCS4D02G109700.1,,,,,,,
Traes_4DS_2337DF298,TraesCS4B02G112200,108: TraesCS4B02G112200.193: TraesCS4B02G112200.1,,,,,,,
Traes_4DS_2337DF298,TraesCS4A02G208600,108: TraesCS4A02G208600.193: TraesCS4A02G208600.1,,,,,,,
Traes_7DL_5C895AA41,TraesCS7B02G307500,108: TraesCS7B02G307500.193: TraesCS7B02G307500.1,,,,,,,
Traes_7DL_5C895AA41,TraesCS7A02G407400,108: TraesCS7A02G407400.193: TraesCS7A02G407400.1,,,,,,,
Traes_7DL_5C895AA41,TraesCS7D02G400900,108: TraesCS7D02G400900.193: TraesCS7D02G400900.1,,,,,,,
Traes_2DS_E298FC27B,TraesCSU02G024900,108: TraesCSU02G024900.193: TraesCSU02G024900.1,,,,,,,
Traes_2DS_E298FC27B,TraesCS2B02G073600,108: TraesCS2B02G073600.193: TraesCS2B02G073600.1,,,,,,,
Traes_2DS_E298FC27B,TraesCS2A02G059900,108: TraesCS2A02G059900.193: TraesCS2A02G059900.1,,,,,,,
Traes_2DL_57DC25797,TraesCS2A02G278800,108: TraesCS2A02G278800.193: TraesCS2A02G278800.1,,,,,,,
Traes_2DL_57DC25797,TraesCS2B02G296300,108: TraesCS2B02G296300.193: TraesCS2B02G296300.1,,,,,,,
Traes_2DL_57DC25797,TraesCS2D02G277800,108: TraesCS2D02G277800.193: TraesCS2D02G277800.1,,,,,,,
Traes_3DL_598396C96,TraesCS3D02G387600,108: TraesCS3D02G387600.193: TraesCS3D02G387600.1,,,,,,,
Traes_3DL_598396C96,TraesCS3A02G393900,108: TraesCS3A02G393900.193: TraesCS3A02G393900.1,,,,,,,
Traes_3DL_598396C96,TraesCS3B02G425900,108: TraesCS3B02G425900.193: TraesCS3B02G425900.1,,,,,,,
Traes_4DL_4488A7886,TraesCS4A02G165600,108: TraesCS4A02G165600.193: TraesCS4A02G165600.1,,,,,,,
Traes_4DL_4488A7886,TraesCS4D02G157500,108: TraesCS4D02G157500.193: TraesCS4D02G157500.1,,,,,,,
Traes_4DL_4488A7886,TraesCS4B02G150600,108: TraesCS4B02G150600.193: TraesCS4B02G150600.1,,,,,,,
Traes_4DL_1A7F745B7,TraesCS4D02G221000,108: TraesCS4D02G221000.193: TraesCS4D02G221000.1,,,,,,,
Traes_4DL_1A7F745B7,TraesCS4B02G220700,108: TraesCS4B02G220700.193: TraesCS4B02G220700.1,,,,,,,
Traes_4DL_1A7F745B7,TraesCS4A02G083500,108: TraesCS4A02G083500.193: TraesCS4A02G083500.1,,,,,,,
Traes_3DL_32D8BC0CE,TraesCS3A02G439800,108: TraesCS3A02G439800.193: TraesCS3A02G439800.1,,,,,,,
Traes_3DL_32D8BC0CE,TraesCS3D02G432600,108: TraesCS3D02G432600.193: TraesCS3D02G432600.1,,,,,,,
Traes_3DL_32D8BC0CE,TraesCS3B02G473800,108: TraesCS3B02G473800.193: TraesCS3B02G473800.1,,,,,,,
Traes_4DL_55C81CB52,TraesCS4B02G261700,108: TraesCS4B02G261700.193: TraesCS4B02G261700.1,,,,,,,
Traes_4DL_55C81CB52,TraesCS4D02G261500,108: TraesCS4D02G261500.193: TraesCS4D02G261500.1,,,,,,,
Traes_4DL_55C81CB52,TraesCS4A02G040500,108: TraesCS4A02G040500.193: TraesCS4A02G040500.1,,,,,,,
Traes_7DS_17F060181,TraesCS7D02G146600,108: TraesCS7D02G146600.193: TraesCS7D02G146600.1,,,,,,,
