Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Os05g0169600,1,5,Serine/threonine protein kinase domain containing protein,4175620,4176804,4175620
Os04g0550200,1,4,Pathogenesis-related transcriptional factor and ERF domain containing protein,27539878,27540865,27539878
Os01g0273200,-1,1,Conserved hypothetical protein,9447788,9450787,9450787
Os08g0566400,1,8,Ribokinase family protein,28370570,28375965,28370570
Os08g0566400,1,8,Ribokinase family protein,28370570,28375965,28371889
Os11g0462850,-1,11,Hypothetical protein,15796950,15801914,15801914
Os05g0567400,1,5,Ribosomal RNA methyltransferase J domain containing protein,28245031,28249577,28245031
Os01g0302100,1,1,Conserved hypothetical protein,11129520,11131876,11129520
Os01g0872201,-1,1,Hypothetical protein,37821518,37826764,37826764
Os07g0627100,1,7,"MULE transposase, conserved domain domain containing protein",25986046,25987423,25986046
Os07g0154400,-1,7,Armadillo-type fold domain containing protein,2885058,2892760,2892760
Os06g0622000,-1,6,"Zinc finger, CW-type domain containing protein",24986845,24997890,24997890
Os12g0438300,1,12,NB-ARC domain containing protein,14449900,14451648,14449900
Os03g0822400,1,3,Conserved hypothetical protein,34533182,34533828,34533182
Os07g0674150,-1,7,Hypothetical protein,28494795,28497582,28497582
Os12g0140200,-1,12,"Zinc finger, RING/FYVE/PHD-type domain containing protein",1940077,1940676,1940676
Os03g0826200,1,3,Conserved hypothetical protein,34707024,34707736,34707024
Os09g0524001,1,9,Hypothetical gene,20469570,20471539,20469570
Os07g0166300,-1,7,Hypothetical protein,3566767,3570883,3570883
Os08g0197400,1,8,"F-box domain, cyclin-like domain containing protein",5633346,5636220,5633346
Os02g0200900,-1,2,Hypothetical conserved gene,5628122,5631254,5629119
Os02g0200900,-1,2,Hypothetical conserved gene,5628122,5631254,5631244
Os02g0200900,-1,2,Hypothetical conserved gene,5628122,5631254,5629830
Os02g0200900,-1,2,Hypothetical conserved gene,5628122,5631254,5631254
Os03g0577000,-1,3,Similar to Ribosomal protein S3 (Fragment),21097594,21100006,21100006
Os06g0145600,1,6,Transferase family protein,2394821,2396562,2394821
Os08g0101100,-1,8,"High mobility group, HMG1/HMG2 domain containing protein",71348,72715,72715
Os12g0290150,-1,12,"Similar to QS (QUINOLINATE SYNTHASE); 4 iron, 4 sulfur cluster binding / enzyme activator/ protein homodimerization/ quinolinate synthetase A",11194132,11205015,11205015
Os03g0705300,-1,3,"Similar to 4,5 PIP kinase (Phosphatidylinositol-4-phosphate 5-kinase family protein)",28358120,28362611,28362102
Os03g0705300,-1,3,"Similar to 4,5 PIP kinase (Phosphatidylinositol-4-phosphate 5-kinase family protein)",28358120,28362611,28362611
Os08g0460900,-1,8,Conserved hypothetical protein,22634388,22637990,22637990
Os08g0476000,1,8,Conserved hypothetical protein,23447612,23450237,23447612
Os06g0313000,1,6,Conserved hypothetical protein,11968949,11969182,11968949
Os11g0209200,-1,11,Similar to Ribosomal RNA apurinic site specific lyase,5615461,5618397,5618397
Os11g0680200,-1,11,Pentatricopeptide repeat domain containing protein,27495679,27498080,27498080
Os05g0158600,1,5,Similar to OsGA2ox1,3459576,3465989,3459576
Os05g0158600,1,5,Similar to OsGA2ox1,3459576,3465989,3459616
Os10g0397800,-1,10,Mitochondrial carrier protein family protein,13387600,13388592,13388592
Os10g0150400,-1,10,Protein of unknown function DUF1210 family protein,3012860,3013949,3013949
Os01g0683100,1,1,Similar to Katanin p60 ATPase-containing subunit (EC 3.6.4.3) (Katanin p60 subunit) (p60 katanin) (Atp60) (CAD ATPase) (Katanin 1) (BOTERO1 protein) (ECTOPIC ROOT HAIR 3 protein) (FAT ROOT protein) (FRAGILE FIBER 2 protein) (AtAAA1),28136367,28143339,28136367
Os01g0683100,1,1,Similar to Katanin p60 ATPase-containing subunit (EC 3.6.4.3) (Katanin p60 subunit) (p60 katanin) (Atp60) (CAD ATPase) (Katanin 1) (BOTERO1 protein) (ECTOPIC ROOT HAIR 3 protein) (FAT ROOT protein) (FRAGILE FIBER 2 protein) (AtAAA1),28136367,28143339,28137679
Os07g0105600,1,7,Photosystem II oxygen evolving complex protein PsbQ family protein,306054,306968,306054
Os04g0593600,1,4,"Zinc finger, C2H2-type domain containing protein",30009263,30011384,30009263
Os10g0523201,-1,10,Hypothetical protein,20307523,20308904,20308904
Os06g0167100,1,6,Armadillo-like helical domain containing protein,3376576,3386418,3376576
Os06g0167100,1,6,Armadillo-like helical domain containing protein,3376576,3386418,3383620
Os02g0468800,-1,2,Pentatricopeptide repeat domain containing protein,15821535,15825974,15825974
Os03g0758250,-1,3,Hypothetical gene,31344685,31345751,31345751
Os06g0516800,-1,6,Hypothetical gene,18913388,18915920,18915920
Os11g0171300,-1,11,"Fructose-bisphosphate aldolase, chloroplast precursor (EC 4.1.2.13) (ALDP)",3488768,3491609,3491609
Os07g0195350,1,7,Similar to ESTs AU075609(C63344),5166692,5170944,5166692
Os11g0167600,1,11,"Similar to Exo70 exocyst complex subunit family protein, expressed",3266129,3268207,3266129
Os07g0577400,1,7,Similar to Constitutive photomorphogenesis protein 10,23349441,23352488,23349441
Os01g0282251,1,1,Similar to CAA30375.1 protein,10074477,10079135,10074477
Os02g0197950,-1,2,Hypothetical protein,5482835,5488933,5488933
Os11g0686900,-1,11,"Similar to NB-ARC domain containing protein, expressed",27809097,27818431,27818431
Os01g0722100,1,1,Bacterial transferase hexapeptide repeat domain containing protein,30102985,30107341,30102985
Os07g0104750,-1,7,Similar to H0502G05.13 protein,264528,270024,270024
Os07g0244350,-1,7,Hypothetical protein,8038829,8042623,8042623
Os02g0594300,1,2,Similar to Enhancer of shoot regeneration ESR1,23024797,23025834,23024797
Os10g0468301,-1,10,Hypothetical conserved gene,17298120,17299994,17299994
Os10g0400200,-1,10,Glutelin type II precursor,13497363,13499401,13499401
Os01g0109000,-1,1,"Similar to Late embryogenesis abundant protein, group 3",495711,497253,497253
Os11g0507350,1,11,Hypothetical protein,18097773,18098256,18097773
Os07g0568800,-1,7,Hypothetical protein,22878520,22879309,22879309
Os08g0219100,-1,8,"Similar to cDNA clone:J023038L08, full insert sequence",7203560,7205848,7205848
Os02g0590000,-1,2,Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase domain containing protein,22782750,22783121,22783121
Os10g0359200,1,10,Similar to UPF0496 protein 1,11026529,11027829,11026529
Os04g0686650,-1,4,Similar to H0723C07.13 protein,35091588,35097920,35097920
Os04g0610200,1,4,Similar to OSIGBa0152L12.4 protein,30927631,30934094,30927631
Os01g0129500,-1,1,Protein of unknown function DUF1666 family protein,1641272,1644151,1644151
Os06g0725100,-1,6,"Lipase, GDSL domain containing protein",30828273,30830398,30830398
Os11g0528200,1,11,Similar to NEF1 (NO EXINE FORMATION 1),19170791,19172631,19170791
Os02g0198400,-1,2,Similar to predicted protein,5511434,5517919,5517919
Os01g0280000,-1,1,Similar to Histone mRNA exonuclease 1,9936850,9947933,9947933
Os01g0280000,-1,1,Similar to Histone mRNA exonuclease 1,9936850,9947933,9946480
Os07g0434500,-1,7,Similar to chromatin remodeling complex subunit,14506007,14510037,14510037
Os05g0116100,-1,5,Dehydroascorbate reductase,877099,880445,880445
Os09g0314300,1,9,Similar to Lysine and histidine specific transporter,8585972,8589948,8585972
Os09g0314300,1,9,Similar to Lysine and histidine specific transporter,8585972,8589948,8586038
Os01g0960800,-1,1,"Protein Transporter, Pam16 family protein",42361401,42363627,42363627
Os07g0593400,1,7,Similar to golgi transport 1 protein B,24181358,24183221,24181358
Os08g0392500,1,8,Hypothetical conserved gene,18591252,18601996,18591252
Os12g0182700,1,12,Histone deacetylase superfamily protein,4194063,4198878,4194063
Os03g0284000,1,3,Hypothetical conserved gene,9756908,9759147,9756908
Os02g0810400,1,2,Similar to Dual specificity kinase 1,34644872,34649100,34644872
Os08g0160600,1,8,Hypothetical protein,3544845,3546928,3544845
Os06g0114651,-1,6,Hypothetical gene,840147,841250,841250
Os01g0826900,-1,1,Domain of unknown function DUF399 domain containing protein,35386776,35391613,35391613
Os06g0573800,1,6,"Fanconi Anaemia group E protein, C-terminal domain containing protein",22254354,22255983,22254354
Os07g0163066,1,7,Hypothetical protein,3363492,3369984,3363492
Os06g0365200,1,6,Hypothetical protein,15235673,15238979,15235673
Os09g0434100,-1,9,Conserved hypothetical protein,15938709,15943746,15943746
Os05g0153500,1,5,Similar to Trehalose-phosphatase family protein,3094201,3095030,3094201
Os09g0541600,-1,9,Conserved hypothetical protein,21333249,21335104,21335104
Os06g0590600,-1,6,"Similar to Beta-1,3-glucanase-like protein",23187194,23188967,23188967
Os06g0561000,1,6,"Myo-inositol oxygenase, Drought stress toleranc",21478477,21482381,21478477
Os01g0973300,1,1,Armadillo-like helical domain containing protein,42971420,42976876,42971420
Os01g0747800,-1,1,VQ domain containing protein,31299014,31300157,31300157
Os09g0529325,1,9,Hypothetical protein,20733362,20739720,20733362
Os06g0284500,1,6,"Zinc finger, Dof-type family protein",10101308,10102349,10101308
Os01g0956075,-1,1,Armadillo-like helical domain containing protein,42122517,42123788,42123788
Os06g0499000,1,6,Conserved hypothetical protein,17555674,17562332,17555674
Os01g0112201,1,1,Hypothetical protein,637962,639060,637962
Os05g0215066,-1,5,BURP domain containing protein,7136965,7137684,7137684
Os03g0715500,-1,3,Armadillo-type fold domain containing protein,28964321,28975276,28975266
Os03g0715500,-1,3,Armadillo-type fold domain containing protein,28964321,28975276,28975276
Os03g0715500,-1,3,Armadillo-type fold domain containing protein,28964321,28975276,28973595
Os03g0664901,-1,3,Hypothetical protein,26124192,26125082,26125082
Os06g0481800,-1,6,Myb/SANT-like domain domain containing protein,16345749,16347277,16347277
Os01g0849000,-1,1,Hypothetical protein,36484020,36484818,36484818
Os02g0609800,-1,2,Hypothetical conserved gene,23943201,23946456,23946456
Os02g0190500,1,2,Serine/threonine protein kinase-related domain containing protein,5019765,5028028,5019765
Os01g0327400,1,1,Similar to Peroxidase (Fragment),12578189,12582256,12578189
Os05g0586600,1,5,Similar to SIGE (RNA polymerase sigma subunit E); DNA binding / DNA-directed RNA polymerase/ sigma factor/ transcription factor,29225038,29227592,29225038
Os01g0784101,-1,1,Hypothetical protein,33227678,33231377,33231377
Os02g0733900,-1,2,Conserved hypothetical protein,30596400,30597001,30597001
Os01g0839700,-1,1,Similar to Ubiquitin carrier protein,36017205,36023468,36023468
Os01g0839700,-1,1,Similar to Ubiquitin carrier protein,36017205,36023468,36023380
Os01g0839700,-1,1,Similar to Ubiquitin carrier protein,36017205,36023468,36023422
Os11g0130500,-1,11,Cyclin-like F-box domain containing protein,1403232,1405136,1405136
Os04g0393900,1,4,Similar to H0718E12.2 protein,19365855,19371100,19365855
Os05g0172000,-1,5,Conserved hypothetical protein,4305127,4309494,4309494
Os08g0205400,1,8,"Cu chaperone, Root-to-shoot Cu translocation, Distribution of Cu from old leaves to developing tissues and seed",6159123,6161383,6159123
Os02g0525900,1,2,Similar to Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2),19219047,19224966,19219047
Os02g0525900,1,2,Similar to Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2),19219047,19224966,19220801
Os02g0525900,1,2,Similar to Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2),19219047,19224966,19219300
Os08g0119300,1,8,Conserved hypothetical protein,1068710,1071501,1068710
Os01g0225000,-1,1,Mitochondrial carrier protein domain containing protein,6879860,6881980,6881980
Os01g0748600,-1,1,Similar to Protein kinase family protein,31333328,31337096,31337084
Os01g0748600,-1,1,Similar to Protein kinase family protein,31333328,31337096,31337096
Os06g0728500,1,6,Conserved hypothetical protein,31008125,31009853,31008125
Os07g0156910,1,7,Similar to peroxidase 1,3059132,3059407,3059132
Os12g0241100,-1,12,Iojap-related protein family protein,7820306,7825039,7825039
Os03g0769100,-1,3,"Chloroplast ribosomal protein S9, Early chloroplast developmen",31845464,31847238,31845654
Os03g0769100,-1,3,"Chloroplast ribosomal protein S9, Early chloroplast developmen",31845464,31847238,31847238
Os03g0170701,1,3,Hypothetical gene,3786235,3787068,3786235
Os03g0796600,1,3,"Protein of unknown function DUF506, plant family protein",33169846,33172084,33169846
Os03g0796600,1,3,"Protein of unknown function DUF506, plant family protein",33169846,33172084,33171636
Os06g0727900,1,6,Domain of unknown function DUF23 domain containing protein,30982225,30988361,30982225
Os03g0135600,-1,3,Similar to Ankyrin repeat protein,1970948,1979567,1979567
Os01g0955500,1,1,Putative calcium-binding protein CML19,42080116,42080556,42080116
Os03g0779000,-1,3,Protein of unknown function DUF295 family protein,32325402,32327052,32327027
Os03g0779000,-1,3,Protein of unknown function DUF295 family protein,32325402,32327052,32327052
Os04g0125100,1,4,Hypothetical protein,1531391,1532372,1531391
Os02g0165500,1,2,Conserved hypothetical protein,3540933,3542667,3540933
Os01g0724700,1,1,Similar to lachrymatory-factor synthase,30225839,30226507,30225839
Os05g0217000,-1,5,Protein of unknown function DUF1070 family protein,7219354,7219947,7219947
Os04g0600200,-1,4,"Homodimeric diiron-carboxylate protein, Cyanide-resistant respiration in mitochondria, Reactive oxygen species (ROS) scavengin",30287197,30289860,30289860
Os05g0566300,1,5,PRC-barrel domain containing protein,28183127,28188674,28183127
Os03g0685600,-1,3,WD40 repeat-like domain containing protein,27347249,27351216,27351216
Os07g0508700,1,7,Conserved hypothetical protein,19363127,19363438,19363127
Os05g0536200,1,5,Voltage-dependent anion channel,26628171,26631476,26628171
Os02g0610800,1,2,Protein of unknown function DUF1092 family protein,24000931,24003142,24000931
Os07g0657500,1,7,"Zinc finger, C2H2-like domain containing protein",27684419,27686520,27684440
Os07g0657500,1,7,"Zinc finger, C2H2-like domain containing protein",27684419,27686520,27684419
Os04g0205101,-1,4,Hypothetical protein,7084823,7085186,7085186
Os07g0682100,-1,7,Hypothetical protein,28919936,28920734,28920734
Os03g0664300,1,3,"F-box domain, cyclin-like domain containing protein",26093843,26095355,26093843
Os03g0713600,-1,3,Aldo/keto reductase domain containing protein,28869066,28873196,28873196
Os12g0405700,1,12,Similar to Wound-induced basic protein,12240426,12242537,12240426
Os12g0405700,1,12,Similar to Wound-induced basic protein,12240426,12242537,12240457
Os10g0119100,1,10,Hypothetical conserved gene,1215204,1215803,1215204
Os07g0434300,-1,7,Similar to Myb-like DNA-binding domain containing protein,14502054,14502650,14502650
Os04g0466100,-1,4,Similar to Cell division protein FtsH-like protein,23305691,23309123,23309123
Os01g0356500,-1,1,"Thiamin pyrophosphokinase, eukaryotic domain containing protein",14391999,14398598,14398598
Os04g0127100,1,4,"Peptidase S8, subtilisin-related domain containing protein",1702012,1702952,1702012
Os06g0103700,-1,6,Similar to Glutamine cyclotransferase precursor (EC 2.3.2.5),244855,247798,246142
Os06g0103700,-1,6,Similar to Glutamine cyclotransferase precursor (EC 2.3.2.5),244855,247798,247798
Os01g0235900,1,1,Thioredoxin fold domain containing protein,7517314,7518489,7517314
Os04g0376200,1,4,Conserved hypothetical protein,18379186,18380298,18379186
Os07g0553450,1,7,Hypothetical protein,22015761,22019154,22015761
Os07g0686600,1,7,VQ domain containing protein,29171078,29172225,29171078
Os07g0147800,-1,7,Hypothetical conserved gene,2469673,2472942,2472942
Os08g0116566,-1,8,Hypothetical conserved gene,906858,908370,908370
Os11g0588100,1,11,"Similar to Integral membrane protein DUF6 containing protein, expressed",22301763,22303659,22301763
Os09g0434600,-1,9,Similar to glycosyltransferase family protein 2,15978501,15981136,15981136
Os05g0460475,1,5,Similar to Histone H2B.11,22625295,22625615,22625295
Os03g0219450,1,3,Hypothetical protein,6280968,6282513,6280968
Os06g0215400,-1,6,"Peptidase S9, prolyl oligopeptidase active site region domain containing protein",5870107,5876409,5876409
Os10g0490900,-1,10,Similar to Secretory protein,18637489,18638521,18638521
Os02g0834100,-1,2,Hypothetical gene,35889064,35889853,35889853
Os10g0572900,-1,10,Similar to AT-hook protein 1,22741639,22745288,22743782
Os10g0572900,-1,10,Similar to AT-hook protein 1,22741639,22745288,22744775
Os10g0572900,-1,10,Similar to AT-hook protein 1,22741639,22745288,22745288
Os03g0575200,-1,3,Similar to Potassium transporter ,21002797,21007629,21007629
Os01g0112000,1,1,Conserved hypothetical protein,632139,632790,632139
