Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
A02p028360.1_BraROA,-1,A02,,14342993,14345704,14345704
A06p052490.1_BraROA,-1,A06,,27783188,27785089,27785089
A09g504250.1_BraROA,1,A09,,13179853,13181148,13179853
A01p003870.1_BraROA,-1,A01,,1687726,1690688,1690688
A08p044810.1_BraROA,-1,A08,,24696374,24699240,24699240
A08p041760.1_BraROA,-1,A08,,23542473,23543202,23543202
SC236g500050.1_BraROA,1,JADBGQ010000087.1,,32051,32281,32051
A08p029510.1_BraROA,-1,A08,"Isocitrate dehydrogenase [NAD] regulatory subunit 3, mitochondrial [Source:Projected from Arabidopsis thaliana (AT4G35650) UniProtKB/Swiss-Prot;Acc:O81796]",18269189,18270911,18270911
A09p035380.1_BraROA,-1,A09,,21233790,21235786,21235786
SC122g500260.1_BraROA,-1,JADBGQ010000018.1,,546015,551239,551239
A07p051540.1_BraROA,-1,A07,,27347442,27349028,27349028
A04p002080.1_BraROA,1,A04,,1007541,1009290,1007541
A10p008620.1_BraROA,-1,A10,,8367189,8367631,8367631
A02p014190.1_BraROA,1,A02,,6218925,6221820,6218925
A06p007620.1_BraROA,1,A06,At1g09850 [Source:Projected from Arabidopsis thaliana (AT1G09850) UniProtKB/TrEMBL;Acc:Q0WVJ5],2636420,2638853,2636420
A03p032100.1_BraROA,-1,A03,,13586692,13587101,13587101
A02p015010.1_BraROA,1,A02,,6670305,6671732,6670305
A01p059560.1_BraROA,-1,A01,,34148520,34153058,34153058
A09g512350.1_BraROA,-1,A09,,36167347,36167894,36167894
A05p038200.1_BraROA,1,A05,,21749824,21753127,21749824
A02p013220.1_BraROA,1,A02,,5793881,5795737,5793881
A03p007250.1_BraROA,1,A03,,3018440,3019203,3018440
A08p012050.1_BraROA,-1,A08,,11302969,11303505,11303505
A04g500650.1_BraROA,-1,A04,,1904684,1906116,1906116
A03p014310.1_BraROA,1,A03,,5692398,5694484,5692398
A02g500840.1_BraROA,1,A02,,2629913,2630458,2629913
A08g500080.1_BraROA,1,A08,,197578,200346,197578
A02g506870.1_BraROA,1,A02,,19339693,19340567,19339693
A05p033890.1_BraROA,1,A05,,19079417,19081724,19079417
A09g511250.1_BraROA,-1,A09,,33831194,33834618,33834618
A08p019620.1_BraROA,1,A08,,13342065,13347405,13342065
A01p025170.1_BraROA,-1,A01,Pseudouridine synthase/archaeosine transglycosylase-like family protein [Source:Projected from Arabidopsis thaliana (AT4G14680) TAIR;Acc:AT4G14680],20252658,20254397,20254397
A09p026820.1_BraROA,-1,A09,,15156827,15157594,15157594
A07g502360.1_BraROA,1,A07,,5074507,5076813,5074507
A10p005500.1_BraROA,-1,A10,,9372294,9374911,9374911
A06p018730.1_BraROA,-1,A06,,9075632,9076543,9076543
A01p010640.1_BraROA,1,A01,,5206610,5206904,5206610
A05p002360.1_BraROA,1,A05,,788609,798387,788609
A05g508160.1_BraROA,1,A05,,23802504,23804230,23802504
A07p001010.1_BraROA,-1,A07,,336924,338087,338087
A08p043200.1_BraROA,-1,A08,,24108957,24109704,24109704
A08p013420.1_BraROA,1,A08,,8219818,8220092,8219818
A09p073920.1_BraROA,-1,A09,,56198828,56214958,56214958
A03p011590.1_BraROA,-1,A03,,4627914,4629347,4629347
A07g504650.1_BraROA,1,A07,,9537409,9540125,9537409
A07p028420.1_BraROA,-1,A07,,16077340,16078665,16078665
A09p010040.1_BraROA,1,A09,Auxin-responsive protein IAA9 [Source:Projected from Arabidopsis thaliana (AT5G65670) UniProtKB/Swiss-Prot;Acc:Q38827],5144679,5146659,5144679
A03p007370.1_BraROA,1,A03,,3050522,3052014,3050522
A10g505820.1_BraROA,1,A10,,15004578,15008149,15004578
A10p002010.1_BraROA,1,A10,,985468,992212,985468
A01p004240.1_BraROA,-1,A01,Probable pinoresinol-lariciresinol reductase 3 [Source:Projected from Arabidopsis thaliana (AT4G34540) UniProtKB/Swiss-Prot;Acc:O65679],1820733,1821977,1821977
A06p037530.1_BraROA,-1,A06,Serine/threonine-protein kinase SRK2H [Source:Projected from Arabidopsis thaliana (AT5G63650) UniProtKB/Swiss-Prot;Acc:Q9FFP9],20365501,20367409,20367409
A09p069300.1_BraROA,-1,A09,,54027795,54029402,54029402
A06p041720.1_BraROA,1,A06,,22447329,22447747,22447329
A07p040360.1_BraROA,1,A07,,21421389,21423361,21421389
A03p065780.1_BraROA,-1,A03,,29096688,29097660,29097660
A09g519360.1_BraROA,-1,A09,,60100920,60103511,60103511
A04p040890.1_BraROA,-1,A04,,23061572,23062222,23062222
A03p009350.1_BraROA,1,A03,,3750313,3752831,3750313
A06g500300.1_BraROA,1,A06,,1356524,1357825,1356524
A08p030990.1_BraROA,-1,A08,Agamous-like MADS-box protein AGL21 [Source:Projected from Arabidopsis thaliana (AT4G37940) UniProtKB/Swiss-Prot;Acc:Q9SZJ6],18961076,18962320,18962320
A05p054230.1_BraROA,1,A05,,32179464,32180871,32179464
A07p038810.1_BraROA,1,A07,,20633740,20635224,20633740
A01p015650.1_BraROA,1,A01,,7681318,7684101,7681318
A05p020350.1_BraROA,1,A05,,9598860,9602087,9598860
A07g507170.1_BraROA,-1,A07,,18646735,18647920,18647920
A02p050440.1_BraROA,-1,A02,,31130301,31133312,31133312
A02g504640.1_BraROA,1,A02,Proteasome subunit beta type-3-B [Source:Projected from Arabidopsis thaliana (AT1G77440) UniProtKB/Swiss-Prot;Acc:O81153],15053703,15055256,15053703
A09p064310.1_BraROA,-1,A09,,51876996,51880923,51880923
A03p024510.1_BraROA,1,A03,,10345102,10346011,10345102
A01p006280.1_BraROA,1,A01,,3213525,3214258,3213525
A04p006480.1_BraROA,1,A04,,3478639,3480588,3478639
A10p031820.1_BraROA,-1,A10,,18940278,18941777,18941777
A07p034750.1_BraROA,1,A07,,18849945,18850662,18849945
A08p005510.1_BraROA,-1,A08,,3167403,3167783,3167783
A06g509230.1_BraROA,-1,A06,,26424238,26424796,26424796
A10g502850.1_BraROA,1,A10,,7796185,7796675,7796185
A09p032650.1_BraROA,1,A09,,19774007,19775065,19774007
A04p009330.1_BraROA,1,A04,"Probable envelope ADP,ATP carrier protein, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G51870) UniProtKB/Swiss-Prot;Acc:O65023]",7812636,7815204,7812636
A09p044760.1_BraROA,1,A09,,36274061,36274591,36274061
A08g503880.1_BraROA,-1,A08,,6539191,6539757,6539757
A01p040400.1_BraROA,1,A01,,21553014,21555563,21553014
A02p007740.1_BraROA,-1,A02,,3257844,3260143,3260143
A10p001530.1_BraROA,1,A10,Importin subunit alpha [Source:Projected from Arabidopsis thaliana (AT1G02690) UniProtKB/TrEMBL;Acc:F4HXL3],789818,794267,789818
A10g502600.1_BraROA,-1,A10,,7574065,7574586,7574586
A01p014290.1_BraROA,-1,A01,,6960087,6962727,6962727
A05p007580.1_BraROA,1,A05,,3054242,3054603,3054242
A04p001490.1_BraROA,1,A04,,702919,703831,702919
A06p042660.1_BraROA,1,A06,,22935059,22935573,22935059
A02g501320.1_BraROA,1,A02,NAD(P)-binding Rossmann-fold superfamily protein [Source:Projected from Arabidopsis thaliana (AT4G33360) UniProtKB/TrEMBL;Acc:Q9SZB3],4218488,4219851,4218488
A03g504720.1_BraROA,-1,A03,,16873916,16875133,16875133
A05p033950.1_BraROA,-1,A05,,19129233,19129648,19129648
A03p039510.1_BraROA,-1,A03,40S ribosomal protein S5-2 [Source:Projected from Arabidopsis thaliana (AT3G11940) UniProtKB/Swiss-Prot;Acc:P51427],16438368,16439608,16439608
A02p025310.1_BraROA,1,A02,,12295080,12295698,12295080
A07g503170.1_BraROA,1,A07,,6313347,6313612,6313347
A06p038910.1_BraROA,1,A06,,20908733,20909948,20908733
A04g503890.1_BraROA,-1,A04,,8290692,8291591,8291591
A06g501930.1_BraROA,-1,A06,,6924921,6929373,6929373
A05p008540.1_BraROA,1,A05,,3510382,3512473,3510382
A09p002850.1_BraROA,-1,A09,,702253,703757,703757
A06p036860.1_BraROA,-1,A06,,19977639,19979146,19979146
A07p041100.1_BraROA,-1,A07,HEAT repeat-containing protein [Source:Projected from Arabidopsis thaliana (AT1G67140) TAIR;Acc:AT1G67140],22189316,22204979,22204979
A02g507650.1_BraROA,1,A02,,21211297,21211883,21211297
A06p010710.1_BraROA,1,A06,,4089147,4090606,4089147
A05p022850.1_BraROA,1,A05,,11011284,11013217,11011284
A04p027090.1_BraROA,-1,A04,,16262000,16262513,16262513
A02p031260.1_BraROA,-1,A02,,16188713,16190070,16190070
A02g505100.1_BraROA,1,A02,,15930434,15930784,15930434
A06g501240.1_BraROA,-1,A06,,4414065,4414598,4414598
A03p028200.1_BraROA,1,A03,UDP-glycosyltransferase 76D1 [Source:Projected from Arabidopsis thaliana (AT2G26480) UniProtKB/Swiss-Prot;Acc:O48715],11800047,11801470,11800047
A02p059910.1_BraROA,-1,A02,,35743263,35744896,35744896
A05p045670.1_BraROA,-1,A05,,27292498,27296121,27296121
A01p022000.1_BraROA,-1,A01,,10830232,10832879,10832879
A03p037750.1_BraROA,-1,A03,,15777191,15780153,15780153
A04p037510.1_BraROA,1,A04,,21409430,21411183,21409430
A04p011240.1_BraROA,-1,A04,,6825897,6826868,6826868
A06p038960.1_BraROA,-1,A06,,20934431,20936148,20936148
A08p034660.1_BraROA,1,A08,,20572990,20574429,20572990
A05p043260.1_BraROA,-1,A05,,26097959,26101426,26101426
A09p066390.1_BraROA,1,A09,,52717900,52719789,52717900
A05g504380.1_BraROA,-1,A05,,12026273,12027870,12027870
A08p027620.1_BraROA,1,A08,,17427579,17428446,17427579
A08p026900.1_BraROA,-1,A08,,17097465,17098849,17098849
A06g505310.1_BraROA,1,A06,,15658046,15658805,15658046
A09p021760.1_BraROA,-1,A09,,11762496,11773597,11773597
A10p000910.1_BraROA,1,A10,,449084,451931,449084
A10p027580.1_BraROA,1,A10,,17345879,17347607,17345879
A03p030680.1_BraROA,-1,A03,,12865538,12871261,12871261
A01p046620.1_BraROA,-1,A01,,26251324,26253682,26253682
A05p018010.1_BraROA,-1,A05,Cytosolic enolase 3 [Source:Projected from Arabidopsis thaliana (AT2G29560) UniProtKB/Swiss-Prot;Acc:Q9ZW34],8216384,8219188,8219188
A08p042770.1_BraROA,1,A08,,23938066,23940134,23938066
A09p019580.1_BraROA,1,A09,,10361719,10362868,10361719
A04p036980.1_BraROA,-1,A04,,21159679,21162127,21162127
A03p037300.1_BraROA,-1,A03,,15609928,15611321,15611321
A03p021190.1_BraROA,-1,A03,,8754688,8755997,8755997
A06p015600.1_BraROA,1,A06,,7002067,7002591,7002067
A08g501800.1_BraROA,-1,A08,,4361320,4361775,4361775
A04p014550.1_BraROA,-1,A04,,5601553,5602431,5602431
A09p025030.1_BraROA,-1,A09,,13932202,13932974,13932974
A09p010780.1_BraROA,-1,A09,,5459016,5466227,5466227
A03p036720.1_BraROA,-1,A03,,15372624,15376062,15376062
A09p054690.1_BraROA,1,A09,,47018344,47018742,47018344
A10p025590.1_BraROA,1,A10,,16405396,16408174,16405396
A02p050060.1_BraROA,-1,A02,,30956899,30958196,30958196
A09p043800.1_BraROA,-1,A09,tobamovirus multiplication 2B [Source:Projected from Arabidopsis thaliana (AT1G32370) TAIR;Acc:AT1G32370],35649872,35650881,35650881
A09p016640.1_BraROA,-1,A09,,8721141,8722785,8722785
A06p014120.1_BraROA,-1,A06,,6374347,6376815,6376815
A06p051610.1_BraROA,-1,A06,,27123943,27125258,27125258
A05p039300.1_BraROA,-1,A05,,24015486,24017005,24017005
A04p000280.1_BraROA,1,A04,TIC-like protein [Source:Projected from Arabidopsis thaliana (AT3G63180) UniProtKB/TrEMBL;Acc:F4J0W8],150029,153795,150029
A04p010130.1_BraROA,-1,A04,,7347906,7349221,7349221
A10p019770.1_BraROA,-1,A10,,13501773,13502530,13502530
A07p048570.1_BraROA,-1,A07,26S proteasome non-ATPase regulatory subunit 3 homolog B [Source:Projected from Arabidopsis thaliana (AT1G75990) UniProtKB/Swiss-Prot;Acc:Q9LQR8],25925393,25929715,25929715
A05p042390.1_BraROA,-1,A05,Phytochrome [Source:Projected from Arabidopsis thaliana (AT2G18790) UniProtKB/TrEMBL;Acc:A0A178W0V4],25643507,25647159,25647159
A09p008110.1_BraROA,-1,A09,,4200078,4200902,4200902
A01p040410.1_BraROA,1,A01,,21556556,21558708,21556556
A07p003570.1_BraROA,-1,A07,Protein SHI RELATED SEQUENCE 4 [Source:Projected from Arabidopsis thaliana (AT2G18120) UniProtKB/Swiss-Prot;Acc:Q9SI19],3227728,3228709,3228709
A02p002270.1_BraROA,-1,A02,,947778,951005,951005
A01p015730.1_BraROA,-1,A01,,7709488,7713518,7713518
A06g505410.1_BraROA,1,A06,,15901262,15903038,15901262
A07p040500.1_BraROA,1,A07,Subtilisin-like protease SBT3.17 [Source:Projected from Arabidopsis thaliana (AT1G66220) UniProtKB/Swiss-Prot;Acc:Q9C7U8],21461884,21465003,21461884
A01g500760.1_BraROA,1,A01,,2892254,2895529,2892254
A10p031700.1_BraROA,-1,A10,Hydroxyproline O-arabinosyltransferase 3 [Source:Projected from Arabidopsis thaliana (AT5G13500) UniProtKB/Swiss-Prot;Acc:Q9FY51],18890804,18892789,18892789
A07p029660.1_BraROA,-1,A07,,16612398,16614020,16614020
A09p063480.1_BraROA,1,A09,,51544188,51546060,51544188
A09p080300.1_BraROA,1,A09,,58847497,58848289,58847497
A10p028920.1_BraROA,-1,A10,,17825480,17827377,17827377
A01g505770.1_BraROA,-1,A01,,17211849,17215875,17215875
A10p031900.1_BraROA,1,A10,,18974562,18976232,18974562
A09p007470.1_BraROA,-1,A09,,3918054,3920363,3920363
A05p030680.1_BraROA,1,A05,,15907586,15908985,15907586
A10p028360.1_BraROA,-1,A10,,17633289,17635881,17635881
A05p021200.1_BraROA,-1,A05,,10066754,10069121,10069121
A08p016750.1_BraROA,1,A08,,11830853,11831976,11830853
A10p029200.1_BraROA,1,A10,,17960593,17963394,17960593
A04p010620.1_BraROA,1,A04,,7107738,7108992,7107738
A06p021420.1_BraROA,-1,A06,,10611871,10612434,10612434
A02p009620.1_BraROA,-1,A02,Ethylene-responsive transcription factor RAP2-11 [Source:Projected from Arabidopsis thaliana (AT5G19790) UniProtKB/Swiss-Prot;Acc:Q6J9S1],4053625,4054380,4054380
A02p007600.1_BraROA,1,A02,,3210797,3213629,3210797
A02p022450.1_BraROA,-1,A02,,10660089,10660833,10660833
A03p046700.1_BraROA,-1,A03,Ubiquitin-conjugating enzyme 37 [Source:Projected from Arabidopsis thaliana (AT3G24515) UniProtKB/TrEMBL;Acc:A0A1I9LLL0],19741812,19744924,19744924
A09p072380.1_BraROA,-1,A09,,55520563,55521165,55521165
A08p041610.1_BraROA,1,A08,,23464067,23465496,23464067
A03p053570.1_BraROA,-1,A03,,22972131,22974772,22974772
A04g506590.1_BraROA,1,A04,,14924054,14925190,14924054
A03p037210.1_BraROA,-1,A03,,15574122,15578710,15578710
A04g502460.1_BraROA,-1,A04,,5888643,5889260,5889260
A10p024850.1_BraROA,1,A10,,16052385,16053390,16052385
A01p046190.1_BraROA,-1,A01,Pollen receptor-like kinase 4 [Source:Projected from Arabidopsis thaliana (AT3G20190) UniProtKB/Swiss-Prot;Acc:Q9LJY0],25998064,26002028,26002028
A09p002820.1_BraROA,-1,A09,,686500,695354,695354
A09g503480.1_BraROA,1,A09,,11070399,11070778,11070399
A02p043610.1_BraROA,1,A02,,27468323,27469957,27468323
A02p021190.1_BraROA,1,A02,,10023936,10030282,10023936
A06p057560.1_BraROA,1,A06,,29946934,29948397,29946934
A05g504900.1_BraROA,1,A05,,13626701,13629393,13626701
A07p042890.1_BraROA,-1,A07,,23221415,23222367,23222367
A08p031420.1_BraROA,-1,A08,,19169971,19173678,19173678
A08p011590.1_BraROA,-1,JADBGQ010000057.1,,85236,89919,89919
A04p022160.1_BraROA,1,A04,,13358180,13362023,13358180
A07p037040.1_BraROA,-1,A07,,19828104,19830319,19830319
A09p064200.1_BraROA,1,A09,,51825571,51830853,51825571
A04p029540.1_BraROA,-1,A04,,17663301,17665232,17665232
A10p022630.1_BraROA,1,A10,,14897615,14899688,14897615
A02p028650.1_BraROA,-1,A02,,14445743,14450516,14450516
A07g507610.1_BraROA,-1,A07,,20852997,20853714,20853714
A03p009540.1_BraROA,-1,A03,,3824969,3826009,3826009
A04p020380.1_BraROA,1,A04,Putative aquaporin NIP4-1 [Source:Projected from Arabidopsis thaliana (AT5G37810) UniProtKB/Swiss-Prot;Acc:Q9FIZ9],12380952,12383465,12380952
A06p052090.1_BraROA,-1,A06,,27550604,27551819,27551819
SC133g500070.1_BraROA,1,JADBGQ010000023.1,,185554,188061,185554
A09p072460.1_BraROA,1,A09,,55545291,55546939,55545291
A01p026970.1_BraROA,1,A01,,19205581,19207812,19205581
A07p036640.1_BraROA,1,A07,,19658797,19666764,19658797
A01p035660.1_BraROA,1,A01,,16928708,16934489,16928708
A03p016130.1_BraROA,-1,A03,,6424692,6427324,6427324
A09p064180.1_BraROA,-1,A09,RHOMBOID-like protein 15 [Source:Projected from Arabidopsis thaliana (AT3G58460) UniProtKB/TrEMBL;Acc:F4J5V3],51820622,51824866,51824866
A04p008480.1_BraROA,1,A04,,8193014,8193514,8193014
A05p021490.1_BraROA,-1,A05,SPA4 [Source:Projected from Arabidopsis thaliana (AT1G53090) UniProtKB/TrEMBL;Acc:A0A178WBA0],10210883,10220269,10220269
A01g501530.1_BraROA,-1,A01,,5789093,5789429,5789429
A05p054970.1_BraROA,-1,A05,,32487777,32490148,32490148
A05p033260.1_BraROA,-1,A05,,17563517,17572679,17572679
A09g515360.1_BraROA,-1,A09,,45622065,45625405,45625405
A06g500440.1_BraROA,-1,A06,,1881866,1882582,1882582
A10p010760.1_BraROA,-1,A10,,6757280,6758792,6758792
A02g505390.1_BraROA,-1,A02,,16325669,16335300,16335300
A03p002240.1_BraROA,1,A03,,1048753,1050230,1048753
A04g507140.1_BraROA,1,A04,,17209704,17212424,17209704
A03g509660.1_BraROA,1,A03,,31220479,31221185,31220479
A02p020140.1_BraROA,1,A02,,9396093,9398072,9396093
A06g502160.1_BraROA,1,A06,,7626507,7632039,7626507
A10g502070.1_BraROA,1,A10,,5529059,5530749,5529059
A07p019360.1_BraROA,1,A07,,11520012,11522176,11520012
A10g501740.1_BraROA,1,A10,,4754147,4754335,4754147
A05p007670.1_BraROA,-1,A05,,3090440,3093191,3093191
A03p001060.1_BraROA,-1,A03,,562634,566384,566384
A04p021830.1_BraROA,-1,A04,,13203116,13204994,13204994
A06p011410.1_BraROA,1,A06,,4206019,4206823,4206019
A07p002590.1_BraROA,1,A07,,3729413,3731676,3729413
A08p005710.1_BraROA,-1,A08,,3282710,3284084,3284084
A10p027750.1_BraROA,1,A10,Myb-related protein 1 [Source:Projected from Arabidopsis thaliana (AT5G18240) UniProtKB/Swiss-Prot;Acc:Q9FK47],17405544,17407314,17405544
A06p021630.1_BraROA,1,A06,,10722038,10725522,10722038
A07p039710.1_BraROA,1,A07,,21100035,21101908,21100035
A07p050560.1_BraROA,1,A07,,26960819,26963305,26960819
A01p028980.1_BraROA,-1,A01,,20680681,20682464,20682464
A07p024310.1_BraROA,1,A07,,13997273,13997946,13997273
A02p019920.1_BraROA,-1,A02,,9265516,9266677,9266677
A03p069430.1_BraROA,-1,A03,,30521330,30522138,30522138
A03g509050.1_BraROA,1,A03,,29831202,29831576,29831202
A02p018820.1_BraROA,1,A02,,8705319,8707675,8705319
A08g510340.1_BraROA,1,A08,,22779303,22779869,22779303
A03p062310.1_BraROA,1,A03,,27090630,27091628,27090630
A05p051540.1_BraROA,1,A05,,31457075,31457879,31457075
A06p054190.1_BraROA,-1,A06,,28450725,28451569,28451569
A07p019610.1_BraROA,1,A07,,11652505,11653580,11652505
A01p035160.1_BraROA,1,A01,,23249683,23250928,23249683
A07p050120.1_BraROA,-1,A07,,26722011,26722912,26722912
A01p010750.1_BraROA,-1,A01,,5239810,5240895,5240895
A09p079930.1_BraROA,-1,A09,,58676149,58677282,58677282
A10p003810.1_BraROA,1,A10,,1886705,1888173,1886705
A05p015970.1_BraROA,-1,A05,,7087653,7088165,7088165
A07p046630.1_BraROA,1,A07,Cyclin-dependent kinase D-1 [Source:Projected from Arabidopsis thaliana (AT1G73690) UniProtKB/Swiss-Prot;Acc:Q9C9U2],25141912,25143708,25141912
A09p080320.1_BraROA,1,A09,,58856650,58857866,58856650
A10g502220.1_BraROA,1,A10,,5820417,5821312,5820417
A02g513160.1_BraROA,-1,A02,,36070111,36072542,36072542
A07p019870.1_BraROA,-1,A07,,11825795,11827494,11827494
A06p038150.1_BraROA,1,A06,,20588008,20588943,20588008
A05p021280.1_BraROA,1,A05,,10100483,10101724,10100483
A06p048770.1_BraROA,1,A06,,25820778,25822777,25820778
A10p029030.1_BraROA,-1,A10,Myosin-binding protein 3 [Source:Projected from Arabidopsis thaliana (AT5G16720) UniProtKB/Swiss-Prot;Acc:Q0WNW4],17872825,17875362,17875362
A07p016820.1_BraROA,1,A07,,10323805,10324997,10323805
A03p055470.1_BraROA,1,A03,,23933988,23935984,23933988
A09g501130.1_BraROA,1,A09,,3748404,3749222,3748404
A08p000950.1_BraROA,-1,A08,,560565,566871,566871
A01g504230.1_BraROA,-1,A01,,12766537,12768981,12768981
A03p046490.1_BraROA,-1,A03,,19617761,19618138,19618138
A01g510620.1_BraROA,1,A01,,29196698,29197408,29196698
A07p026560.1_BraROA,1,A07,,15187507,15188838,15187507
A08g507240.1_BraROA,1,A08,,12620959,12621150,12620959
A08g505590.1_BraROA,1,A08,,9388609,9390328,9388609
A04g506720.1_BraROA,-1,A04,,15139482,15140075,15140075
A01p055530.1_BraROA,1,A01,,31425038,31425359,31425038
A06p028710.1_BraROA,1,JADBGQ010000085.1,,71543,91491,71543
A02p049340.1_BraROA,1,A02,,30625829,30628685,30625829
A07g502280.1_BraROA,-1,A07,,4866950,4869124,4869124
A07p038030.1_BraROA,1,A07,Serine carboxypeptidase-like 40 [Source:Projected from Arabidopsis thaliana (AT3G63470) UniProtKB/Swiss-Prot;Acc:Q0WRX3],20289557,20292333,20289557
A03g508610.1_BraROA,1,A03,,29210140,29215181,29210140
A06p012350.1_BraROA,-1,A06,,5663762,5664649,5664649
A03p010650.1_BraROA,-1,A03,,4272201,4272704,4272704
A07p036730.1_BraROA,-1,A07,,19681335,19682299,19682299
A01p007590.1_BraROA,-1,A01,,3726737,3739323,3739323
A09p072080.1_BraROA,-1,A09,,55421485,55422888,55422888
A08p037530.1_BraROA,1,A08,,21882353,21886394,21882353
A02p024680.1_BraROA,1,A02,,12661380,12663181,12661380
A03p023140.1_BraROA,1,A03,,9753306,9755241,9753306
A06p010540.1_BraROA,1,A06,Probable calcium-binding protein CML13 [Source:Projected from Arabidopsis thaliana (AT1G12310) UniProtKB/Swiss-Prot;Acc:Q94AZ4],3817407,3817853,3817407
A05p016840.1_BraROA,-1,A05,,7509864,7511644,7511644
A05p001690.1_BraROA,-1,A05,,383973,384991,384991
A04p026880.1_BraROA,-1,A04,,16148059,16150884,16150884
A08p039490.1_BraROA,-1,A08,,22705313,22707103,22707103
A06p007240.1_BraROA,-1,A06,,2510724,2511177,2511177
A06p035350.1_BraROA,-1,A06,,19114776,19115596,19115596
A06p009150.1_BraROA,-1,A06,,3214707,3217178,3217178
A06p021190.1_BraROA,1,A06,,10487135,10489055,10487135
A07p039860.1_BraROA,-1,A07,,21180066,21182030,21182030
A05p013820.1_BraROA,-1,A05,,6004188,6005922,6005922
A08p002980.1_BraROA,-1,A08,,1646135,1648985,1648985
A06g505840.1_BraROA,-1,A06,,16894009,16894695,16894695
A06p028810.1_BraROA,1,JADBGQ010000062.1,,8091,24264,8091
A09p017180.1_BraROA,-1,A09,,8888677,8890311,8890311
A06p036220.1_BraROA,-1,A06,,19645973,19647164,19647164
SC210g500050.1_BraROA,1,JADBGQ010000068.1,,34914,36722,34914
A09g507770.1_BraROA,1,A09,,22305140,22306367,22305140
A04p039080.1_BraROA,-1,A04,,22125955,22127936,22127936
A09p070370.1_BraROA,1,A09,,54563039,54564009,54563039
A04p009960.1_BraROA,1,A04,,7543293,7544531,7543293
A04g506130.1_BraROA,-1,A04,,12774121,12775270,12775270
A03p008510.1_BraROA,1,A03,,3436371,3438618,3436371
A01p047760.1_BraROA,1,A01,,26956216,26958271,26956216
A05g505530.1_BraROA,-1,A05,,15306473,15310401,15310401
A07p051820.1_BraROA,-1,A07,,27453822,27454388,27454388
A07g505920.1_BraROA,1,A07,,13713916,13714275,13713916
A07p008430.1_BraROA,1,A07,Probable xyloglucan endotransglucosylase/hydrolase protein 10 [Source:Projected from Arabidopsis thaliana (AT2G14620) UniProtKB/Swiss-Prot;Acc:Q9ZVK1],5006220,5007594,5006220
